,Fired,id,Year,Tm,Age,Round,W-L%,W plyf,Exp,Tenure,Tenure (W-L),Tenure W plyf,Tenure coy_share,Exp coy_share,SRS,ou,gm,owner,coy_share,coy_rank,poc,Delta 1yr W-L%,Delta 2yr W-L%,Delta 3yr W-L%,Delta 1yr plyf,Delta 2yr plyf,Delta 3yr plyf
784,0,MariSt0,1997,SFO,42,3,0.813,1.0,1,1,10,1.0,0.063,0.063,5.1,2.0,1,1,0.063,5,0,0.063,0.125,0.0,1,1,-2
785,0,MariSt0,1998,SFO,43,2,0.75,1.0,2,2,18,2.0,0.063,0.063,10.6,0.5,-1,1,0.0,0,0,-0.063,0.0,0.062,-1,0,0
786,0,MariSt0,1999,SFO,44,0,0.25,0.0,3,3,10,2.0,0.063,0.063,-11.3,-6.5,-1,1,0.0,0,0,-0.5,-0.563,-0.5,-2,-3,-2
787,0,MariSt0,2000,SFO,45,0,0.375,0.0,4,4,6,2.0,0.083,0.083,-3.8,0.5,-1,-1,0.02,7,0,0.125,-0.375,-0.438,0,-2,-3
788,0,MariSt0,2001,SFO,46,1,0.75,0.0,5,5,14,2.0,0.123,0.123,6.8,4.5,-1,-1,0.04,4,0,0.375,0.5,0.0,1,1,-1
789,1,MariSt0,2002,SFO,47,2,0.625,1.0,6,6,18,3.0,0.123,0.123,0.6,0.0,-1,-1,0.0,0,0,-0.125,0.25,0.375,1,2,2
790,0,MariSt0,2003,DET,48,0,0.313,0.0,7,1,-6,0.0,0.0,0.123,-5.8,-1.0,1,1,0.0,0,0,0.125,0.188,-0.25,0,0,0
791,0,MariSt0,2004,DET,49,0,0.375,0.0,8,2,-10,0.0,0.0,0.123,-5.2,-0.5,1,1,0.0,0,0,0.062,0.187,0.25,0,0,0
792,1,MariSt0,2005,DET,50,0,0.364,0.0,9,3,-13,0.0,0.0,0.123,-6.7,-3.0,1,1,0.0,0,0,-0.011,0.051,0.176,0,0,0
793,0,MarrDo0,2013,BUF,49,0,0.375,0.0,1,1,-4,0.0,0.0,0.0,-3.2,-0.5,1,1,0.0,0,0,0.0,0.0,0.125,0,0,0
794,1,MarrDo0,2014,BUF,50,0,0.563,0.0,2,2,-2,0.0,0.0,0.0,4.9,2.5,1,-1,0.0,0,0,0.188,0.188,0.188,0,0,0
795,0,MarrDo0,2017,JAX,53,3,0.625,2.0,4,2,4,2.0,0.04,0.04,6.5,3.5,1,1,0.04,3,0,0.437,0.312,0.437,3,3,3
796,0,MarrDo0,2018,JAX,54,0,0.313,0.0,5,3,-2,2.0,0.04,0.04,-4.0,-4.0,1,1,0.0,0,0,-0.312,0.125,0.0,-3,0,0
797,0,MarrDo0,2019,JAX,55,0,0.375,0.0,6,4,-6,2.0,0.04,0.04,-6.7,-2.0,1,1,0.0,0,0,0.062,-0.25,0.187,0,-3,0
798,1,MarrDo0,2020,JAX,56,0,0.063,0.0,7,5,-20,2.0,0.04,0.04,-11.7,-3.5,1,1,0.0,0,0,-0.312,-0.25,-0.562,0,0,-3
799,0,MartMi0,2000,STL,49,0,0.625,0.0,1,1,4,0.0,0.0,0.0,3.1,-1.0,0,0,0.0,0,0,-0.188,0.375,0.312,-5,0,0
800,0,MartMi0,2001,STL,50,0,0.875,2.0,2,2,16,2.0,0.0,0.0,13.4,3.0,-1,-1,0.0,0,0,0.25,0.062,0.625,-1,-5,0
801,0,MartMi0,2002,STL,51,0,0.438,0.0,3,3,14,2.0,0.0,0.0,-3.3,-4.0,-1,-1,0.0,0,0,-0.437,-0.187,-0.375,-4,-1,-5
802,0,MartMi0,2003,STL,52,0,0.75,0.0,4,4,22,2.0,0.0,0.0,5.9,2.5,-1,-1,0.0,0,0,0.312,-0.125,0.125,0,-4,-1
803,0,MartMi0,2004,STL,53,0,0.5,1.0,5,5,22,3.0,0.0,0.0,-6.0,-1.5,-1,-1,0.0,0,0,-0.25,0.062,-0.375,-2,0,-4
804,1,MartMi0,2005,STL,54,0,0.4,0.0,6,6,21,3.0,0.0,0.0,-5.1,-2.0,-1,-1,0.0,0,0,-0.1,-0.35,-0.038,-2,-2,0
805,1,MayoJe0,2024,NWE,38,0,0.235,0.0,1,1,-9,0.0,0.0,0.0,-8.1,-0.5,0,1,0.0,0,1,0.0,-0.236,-0.353,0,0,-1
806,0,MazuJo0,1971,NWE,41,0,0.429,0.0,2,1,-2,0.0,0.04,0.04,-5.1,0.0,0,0,0.04,4,0,0.286,0.429,0.429,0,0,0
807,0,McAdBe0,2016,NYG,39,1,0.688,0.0,1,1,6,0.0,0.0,0.0,2.1,2.5,1,1,0.0,0,0,0.313,0.313,0.25,1,1,1
808,1,McAdBe0,2017,NYG,40,0,0.167,0.0,2,2,-2,0.0,0.0,0.0,-7.6,-6.0,1,1,0.0,0,0,-0.521,-0.208,-0.208,-1,0,0
809,0,McCaDo0,1970,BAL,49,0,0.846,3.0,1,1,9,3.0,0.016,0.016,0.4,0.0,0,0,0.016,6,0,0.846,0.846,0.846,0,0,0
810,0,McCaDo0,1971,BAL,50,0,0.714,1.0,2,2,15,4.0,0.029,0.029,10.4,0.0,0,0,0.013,8,0,0.714,0.714,0.714,0,0,0
811,1,McCaDo0,1973,DET,52,0,0.464,0.0,4,1,-1,0.0,0.0,0.029,2.0,0.0,0,0,0.0,0,0,-0.143,-0.074,-0.25,0,0,-2
812,0,McCaMi0,2006,GNB,43,0,0.5,0.0,1,1,0,0.0,0.0,0.0,-4.4,2.0,1,1,0.0,0,0,0.25,-0.125,-0.125,0,-1,-2
813,0,McCaMi0,2007,GNB,44,3,0.813,1.0,2,2,10,1.0,0.3,0.3,9.0,5.5,1,1,0.3,2,0,0.313,0.563,0.188,3,3,2
814,0,McCaMi0,2008,GNB,45,0,0.375,0.0,3,3,6,1.0,0.3,0.3,2.9,-2.5,1,-1,0.0,0,0,-0.438,-0.125,0.125,-3,0,0
815,0,McCaMi0,2009,GNB,46,1,0.688,0.0,4,4,12,1.0,0.3,0.3,7.4,2.0,1,-1,0.0,0,0,0.313,-0.125,0.188,1,-2,1
816,0,McCaMi0,2010,GNB,47,5,0.625,4.0,5,5,16,5.0,0.3,0.3,10.9,0.5,1,-1,0.0,0,0,-0.063,0.25,-0.188,4,5,2
817,0,McCaMi0,2011,GNB,48,2,0.938,0.0,6,6,30,5.0,0.36,0.36,11.4,3.5,1,-1,0.06,2,0,0.313,0.25,0.563,-3,1,2
818,0,McCaMi0,2012,GNB,49,2,0.688,1.0,7,7,36,6.0,0.36,0.36,7.3,-1.0,1,-1,0.0,0,0,-0.25,0.063,0.0,0,-3,1
819,0,McCaMi0,2013,GNB,50,1,0.531,0.0,8,8,37,6.0,0.36,0.36,-3.1,-2.5,1,-1,0.0,0,0,-0.157,-0.407,-0.094,-1,-1,-4
820,0,McCaMi0,2014,GNB,51,3,0.75,1.0,9,9,45,7.0,0.36,0.36,8.3,1.5,1,-1,0.0,0,0,0.219,0.062,-0.188,2,1,1
821,0,McCaMi0,2015,GNB,52,2,0.625,1.0,10,10,49,8.0,0.36,0.36,5.3,-1.0,1,-1,0.0,0,0,-0.125,0.094,-0.063,-1,1,0
822,0,McCaMi0,2016,GNB,53,3,0.625,2.0,11,11,53,10.0,0.36,0.36,2.8,-0.5,1,-1,0.0,0,0,0.0,-0.125,0.094,1,0,2
823,0,McCaMi0,2017,GNB,54,0,0.438,0.0,12,12,51,10.0,0.36,0.36,-1.9,-3.5,1,-1,0.0,0,0,-0.187,-0.187,-0.312,-3,-2,-3
824,1,McCaMi0,2018,GNB,55,0,0.375,0.0,13,13,48,10.0,0.36,0.36,-2.7,-4.0,-1,-1,0.0,0,0,-0.063,-0.25,-0.25,0,-3,-2
825,0,McCaMi0,2020,DAL,57,0,0.375,0.0,14,1,-4,0.0,0.0,0.36,-5.1,-4.0,1,1,0.0,0,0,-0.125,-0.25,-0.188,0,-2,0
826,0,McCaMi0,2021,DAL,58,1,0.706,0.0,15,2,3,0.0,0.0,0.36,9.9,3.0,1,1,0.0,0,0,0.331,0.206,0.081,1,1,-1
827,0,McCaMi0,2022,DAL,59,2,0.706,1.0,16,3,10,1.0,0.0,0.36,6.5,2.0,1,1,0.0,0,0,0.0,0.331,0.206,1,2,2
828,0,McCaMi0,2023,DAL,60,1,0.706,0.0,17,4,17,1.0,0.0,0.36,9.2,2.0,1,1,0.0,0,0,0.0,0.0,0.331,-1,0,1
829,1,McCaMi0,2024,DAL,61,0,0.412,0.0,18,5,14,1.0,0.0,0.36,-6.3,-3.0,1,1,0.0,0,0,-0.294,-0.294,-0.294,-1,-2,-1
830,0,McCoMi0,1973,PHI,43,0,0.393,0.0,1,1,-3,0.0,0.08,0.08,-4.2,0.0,0,0,0.08,4,0,0.214,-0.069,0.162,0,0,0
831,0,McCoMi0,1974,PHI,44,0,0.5,0.0,2,2,-3,0.0,0.08,0.08,2.9,0.0,0,0,0.0,0,0,0.107,0.321,0.038,0,0,0
832,1,McCoMi0,1975,PHI,45,0,0.286,0.0,3,3,-9,0.0,0.08,0.08,-4.6,0.0,0,0,0.0,0,0,-0.214,-0.107,0.107,0,0,0
833,0,McCoMi0,1980,BAL,50,0,0.438,0.0,4,1,-2,0.0,0.0,0.08,-1.5,0.0,0,0,0.0,0,0,0.438,0.438,0.438,0,0,0
834,1,McCoMi0,1981,BAL,51,0,0.125,0.0,5,2,-14,0.0,0.0,0.08,-15.8,0.0,0,0,0.0,0,0,0.125,0.125,0.125,0,0,0
835,1,McCoMi0,1982,SEA,52,0,0.571,0.0,6,1,1,0.0,0.0,0.08,-5.4,0.0,0,0,0.0,0,0,0.196,0.321,0.008,0,0,0
836,0,McCoMi1,2013,SDG,41,2,0.563,1.0,1,1,2,1.0,0.0,0.0,2.7,1.5,1,1,0.0,0,0,0.125,0.063,0.0,2,2,2
837,0,McCoMi1,2014,SDG,42,0,0.563,0.0,2,2,4,1.0,0.0,0.0,1.9,1.0,1,1,0.0,0,0,0.0,0.125,0.063,-2,0,0
838,0,McCoMi1,2015,SDG,43,0,0.25,0.0,3,3,-4,1.0,0.0,0.0,-2.6,-4.0,1,1,0.0,0,0,-0.313,-0.313,-0.188,0,-2,0
839,1,McCoMi1,2016,SDG,44,0,0.313,0.0,4,4,-10,1.0,0.0,0.0,0.1,-2.0,1,1,0.0,0,0,0.063,-0.25,-0.25,0,0,-2
840,0,McDaJo0,2009,DEN,33,0,0.5,0.0,1,1,0,0.0,0.0,0.0,0.3,1.5,1,1,0.0,0,0,0.0,0.062,-0.063,0,0,0
841,1,McDaJo0,2010,DEN,34,0,0.25,0.0,2,2,-6,0.0,0.0,0.0,-8.9,-3.0,1,1,0.0,0,0,-0.25,-0.25,-0.188,0,0,0
842,0,McDaJo0,2022,LVR,46,0,0.353,0.0,3,1,-5,0.0,0.0,0.0,-2.5,-2.5,1,1,0.0,0,0,-0.235,-0.147,-0.085,-1,0,0
843,1,McDaJo0,2023,LVR,47,0,0.375,0.0,4,2,-7,0.0,0.0,0.0,-0.9,1.5,-1,1,0.0,0,0,0.022,-0.213,-0.125,0,-1,0
844,0,McDaMi0,2022,MIA,39,1,0.529,0.0,1,1,1,0.0,0.0,0.0,1.8,0.0,1,1,0.0,0,1,0.0,-0.096,0.216,1,1,1
845,0,McDaMi0,2023,MIA,40,1,0.647,0.0,2,2,6,0.0,0.002,0.002,4.4,1.5,1,1,0.002,11,1,0.118,0.118,0.022,0,1,1
846,0,McDaMi0,2024,MIA,41,0,0.471,0.0,3,3,5,0.0,0.002,0.002,-3.0,-2.0,1,1,0.0,0,1,-0.176,-0.058,-0.058,-1,-1,0
847,0,McDeSe0,2017,BUF,43,1,0.563,0.0,1,1,2,0.0,0.0,0.0,-4.0,2.5,1,1,0.0,0,0,0.125,0.063,0.0,1,1,1
848,0,McDeSe0,2018,BUF,44,0,0.375,0.0,2,2,-2,0.0,0.0,0.0,-6.9,0.5,1,1,0.0,0,0,-0.188,-0.063,-0.125,-1,0,0
849,0,McDeSe0,2019,BUF,45,1,0.625,0.0,3,3,2,0.0,0.04,0.04,2.2,3.0,1,1,0.04,4,0,0.25,0.062,0.187,1,0,1
850,0,McDeSe0,2020,BUF,46,3,0.813,2.0,4,4,12,2.0,0.183,0.183,7.7,4.0,1,1,0.143,2,0,0.188,0.438,0.25,2,3,2
851,0,McDeSe0,2021,BUF,47,2,0.647,1.0,5,5,17,3.0,0.183,0.183,9.8,-0.5,1,1,0.0,0,0,-0.166,0.022,0.272,-1,1,2
852,0,McDeSe0,2022,BUF,48,2,0.813,1.0,6,6,27,4.0,0.29,0.29,10.9,1.0,1,1,0.107,4,0,0.166,0.0,0.188,0,-1,1
853,0,McDeSe0,2023,BUF,49,2,0.647,1.0,7,7,32,5.0,0.292,0.292,6.5,0.5,1,1,0.002,12,0,-0.166,0.0,-0.166,0,0,-1
854,0,McDeSe0,2024,BUF,50,3,0.765,1.0,8,8,41,6.0,0.292,0.292,8.1,3.0,1,1,0.0,0,0,0.118,-0.048,0.118,1,1,1
855,0,McGiDa0,2001,ARI,50,0,0.438,0.0,2,2,-9,0.0,0.0,0.0,-4.2,2.0,1,1,0.0,0,0,0.25,0.063,-0.125,0,0,-2
856,0,McGiDa0,2002,ARI,51,0,0.313,0.0,3,3,-15,0.0,0.0,0.0,-9.9,-1.0,1,1,0.0,0,0,-0.125,0.125,-0.062,0,0,0
857,1,McGiDa0,2003,ARI,52,0,0.25,0.0,4,4,-23,0.0,0.0,0.0,-12.6,-1.0,-1,1,0.0,0,0,-0.063,-0.188,0.062,0,0,0
858,0,McKaJo0,1976,TAM,53,0,0.0,0.0,1,1,-14,0.0,0.0,0.0,-19.7,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0
859,0,McKaJo0,1977,TAM,54,0,0.143,0.0,2,2,-24,0.0,0.0,0.0,-10.7,0.0,0,0,0.0,0,0,0.143,0.143,0.143,0,0,0
860,0,McKaJo0,1978,TAM,55,0,0.313,0.0,3,3,-30,0.0,0.0,0.0,-3.3,0.0,0,0,0.0,0,0,0.17,0.313,0.313,0,0,0
861,0,McKaJo0,1979,TAM,56,3,0.625,1.0,4,4,-26,1.0,0.083,0.083,-2.8,0.0,0,0,0.083,4,0,0.312,0.482,0.625,3,3,3
862,0,McKaJo0,1980,TAM,57,0,0.344,0.0,5,5,-31,1.0,0.083,0.083,-5.1,0.0,0,0,0.0,0,0,-0.281,0.031,0.201,-3,0,0
863,0,McKaJo0,1981,TAM,58,2,0.563,0.0,6,6,-29,1.0,0.083,0.083,3.0,0.0,0,0,0.0,0,0,0.219,-0.062,0.25,2,-1,2
864,0,McKaJo0,1982,TAM,59,1,0.556,0.0,7,7,-28,1.0,0.083,0.083,0.9,0.0,0,0,0.0,0,0,-0.007,0.212,-0.069,-1,1,-2
865,0,McKaJo0,1983,TAM,60,0,0.125,0.0,8,8,-40,1.0,0.083,0.083,-9.0,0.0,0,0,0.0,0,0,-0.431,-0.438,-0.219,-1,-2,0
866,1,McKaJo0,1984,TAM,61,0,0.375,0.0,9,9,-44,1.0,0.083,0.083,-3.5,0.0,0,0,0.0,0,0,0.25,-0.181,-0.188,0,-1,-2
867,0,McPhDi0,1991,NWE,61,0,0.375,0.0,1,1,-4,0.0,0.061,0.061,-8.7,2.0,0,0,0.061,5,0,0.312,0.062,-0.188,0,0,0
868,1,McPhDi0,1992,NWE,62,0,0.125,0.0,2,2,-16,0.0,0.061,0.061,-11.0,-3.0,0,0,0.0,0,0,-0.25,0.062,-0.188,0,0,0
869,0,McVaJo0,1977,NYG,46,0,0.357,0.0,2,2,-5,0.0,0.0,0.0,-6.2,0.0,0,0,0.0,0,0,0.143,0.0,0.214,0,0,0
870,1,McVaJo0,1978,NYG,47,0,0.375,0.0,3,3,-9,0.0,0.0,0.0,-2.5,0.0,0,0,0.0,0,0,0.018,0.161,0.018,0,0,0
871,0,McVaSe0,2017,LAR,31,0,0.688,0.0,1,1,6,0.0,0.7,0.7,9.2,5.0,1,1,0.7,1,0,0.438,0.25,0.313,0,0,0
872,0,McVaSe0,2018,LAR,32,0,0.813,2.0,2,2,16,2.0,0.7,0.7,8.5,3.0,1,1,0.0,0,0,0.125,0.563,0.375,-1,0,0
873,0,McVaSe0,2019,LAR,33,0,0.563,0.0,3,3,18,2.0,0.7,0.7,3.9,-1.5,1,1,0.0,0,0,-0.25,-0.125,0.313,-4,-1,0
874,0,McVaSe0,2020,LAR,34,0,0.625,1.0,4,4,22,3.0,0.7,0.7,5.4,1.5,1,1,0.0,0,0,0.062,-0.188,-0.063,0,-4,-1
875,0,McVaSe0,2021,LAR,35,0,0.706,4.0,5,5,29,7.0,0.7,0.7,5.3,1.5,1,1,0.0,0,0,0.081,0.143,-0.107,-2,0,-4
876,0,McVaSe0,2022,LAR,36,0,0.294,0.0,6,6,22,7.0,0.7,0.7,-4.0,-5.5,1,1,0.0,0,0,-0.412,-0.331,-0.269,-5,-2,0
877,0,McVaSe0,2023,LAR,37,0,0.588,0.0,7,7,25,7.0,0.747,0.747,3.0,3.5,1,1,0.047,6,0,0.294,-0.118,-0.037,0,-5,-2
878,0,McVaSe0,2024,LAR,38,0,0.588,0.0,8,8,28,7.0,0.747,0.747,-0.1,1.5,1,1,0.0,0,0,0.0,0.294,-0.118,-1,0,-5
879,1,MeyeKe0,1977,SFO,51,0,0.357,0.0,1,1,-4,0.0,0.0,0.0,-3.8,0.0,0,0,0.0,0,0,-0.214,0.0,-0.072,0,0,0
880,0,MeyeRo0,1982,NWE,41,1,0.556,0.0,1,1,1,0.0,0.0,0.0,-2.4,0.0,0,0,0.0,0,0,0.431,-0.069,-0.007,1,1,1
881,0,MeyeRo0,1983,NWE,42,0,0.5,0.0,2,2,1,0.0,0.0,0.0,-1.0,0.0,0,0,0.0,0,0,-0.056,0.375,-0.125,-1,0,0
882,0,MeyeRo0,1987,IND,46,0,0.6,0.0,5,2,6,0.0,0.036,0.036,4.3,0.0,0,0,0.036,3,0,0.412,0.287,0.35,0,0,0
883,0,MeyeRo0,1988,IND,47,0,0.563,0.0,6,3,8,0.0,0.036,0.036,3.2,0.0,0,0,0.0,0,0,-0.037,0.375,0.25,-2,0,0
884,0,MeyeRo0,1989,IND,48,0,0.5,0.0,7,4,8,0.0,0.036,0.036,-0.5,-2.0,0,0,0.0,0,0,-0.063,-0.1,0.312,0,-2,0
885,0,MeyeRo0,1990,IND,49,0,0.438,0.0,8,5,6,0.0,0.036,0.036,-3.9,0.5,0,0,0.0,0,0,-0.062,-0.125,-0.162,0,0,-2
886,0,MichWa0,1977,NYJ,48,0,0.214,0.0,1,1,-8,0.0,0.0,0.0,-5.9,0.0,0,0,0.0,0,0,0.0,0.0,-0.286,0,0,0
887,0,MichWa0,1978,NYJ,49,0,0.5,0.0,2,2,-8,0.0,0.25,0.25,1.1,0.0,0,0,0.25,2,0,0.286,0.286,0.286,0,0,0
888,0,MichWa0,1979,NYJ,50,0,0.5,0.0,3,3,-8,0.0,0.25,0.25,-2.9,0.0,0,0,0.0,0,0,0.0,0.286,0.286,0,0,0
889,0,MichWa0,1980,NYJ,51,0,0.25,0.0,4,4,-16,0.0,0.25,0.25,-5.1,0.0,0,0,0.0,0,0,-0.25,-0.25,0.036,0,0,0
890,0,MichWa0,1981,NYJ,52,1,0.656,0.0,5,5,-11,0.0,0.262,0.262,1.8,0.0,0,0,0.012,5,0,0.406,0.156,0.156,1,1,1
891,1,MichWa0,1982,NYJ,53,3,0.667,2.0,6,6,-8,2.0,0.262,0.262,10.5,0.0,0,0,0.0,0,0,0.011,0.417,0.167,2,3,3
892,0,MillRe0,1977,DEN,50,4,0.857,2.0,1,1,10,2.0,0.69,0.69,11.3,0.0,0,0,0.69,1,0,0.214,0.428,0.321,4,4,4
893,0,MillRe0,1978,DEN,51,2,0.625,0.0,2,2,14,2.0,0.69,0.69,5.0,0.0,0,0,0.0,0,0,-0.232,-0.018,0.196,-2,2,2
894,0,MillRe0,1979,DEN,52,1,0.625,0.0,3,3,18,2.0,0.69,0.69,4.1,0.0,0,0,0.0,0,0,0.0,-0.232,-0.018,-1,-3,1
895,1,MillRe0,1980,DEN,53,0,0.5,0.0,4,4,18,2.0,0.69,0.69,0.5,0.0,0,0,0.0,0,0,-0.125,-0.125,-0.357,-1,-2,-4
896,0,MoraJi0,1986,NOR,51,0,0.438,0.0,1,1,-2,0.0,0.024,0.024,0.0,0.0,1,1,0.024,6,0,0.125,0.0,-0.062,0,0,0
897,0,MoraJi0,1987,NOR,52,1,0.8,0.0,2,2,7,0.0,0.929,0.929,10.1,0.0,1,1,0.905,1,0,0.362,0.487,0.362,1,1,1
898,0,MoraJi0,1988,NOR,53,0,0.625,0.0,3,3,11,0.0,0.929,0.929,1.5,0.0,1,1,0.0,0,0,-0.175,0.187,0.312,-1,0,0
899,0,MoraJi0,1989,NOR,54,0,0.563,0.0,4,4,13,0.0,0.929,0.929,4.6,-0.5,1,1,0.0,0,0,-0.062,-0.237,0.125,0,-1,0
900,0,MoraJi0,1990,NOR,55,1,0.5,0.0,5,5,13,0.0,0.929,0.929,-1.3,-1.0,1,1,0.0,0,0,-0.063,-0.125,-0.3,1,1,0
901,0,MoraJi0,1991,NOR,56,1,0.688,0.0,6,6,19,0.0,0.929,0.929,9.0,3.0,1,1,0.0,0,0,0.188,0.125,0.063,0,1,1
902,0,MoraJi0,1992,NOR,57,1,0.75,0.0,7,7,27,0.0,0.935,0.935,7.8,2.5,1,1,0.006,8,0,0.062,0.25,0.187,0,0,1
903,0,MoraJi0,1993,NOR,58,0,0.5,0.0,8,8,27,0.0,0.935,0.935,-1.3,-0.5,-1,1,0.0,0,0,-0.25,-0.188,0.0,-1,-1,-1
904,0,MoraJi0,1994,NOR,59,0,0.438,0.0,9,9,25,0.0,0.935,0.935,-3.6,-0.5,-1,1,0.0,0,0,-0.062,-0.312,-0.25,0,-1,-1
905,0,MoraJi0,1995,NOR,60,0,0.438,0.0,10,10,23,0.0,0.935,0.935,-2.2,0.0,-1,1,0.0,0,0,0.0,-0.062,-0.312,0,0,-1
906,0,MoraJi0,1998,IND,63,0,0.188,0.0,12,1,-10,0.0,0.0,0.935,-5.4,-2.5,1,1,0.0,0,0,0.0,-0.375,-0.375,0,-1,-3
907,0,MoraJi0,1999,IND,64,0,0.813,0.0,13,2,0,0.0,0.37,1.305,6.1,6.5,1,1,0.37,2,0,0.625,0.625,0.25,0,0,-1
908,0,MoraJi0,2000,IND,65,0,0.625,0.0,14,3,4,0.0,0.37,1.305,7.9,-0.5,1,1,0.0,0,0,-0.188,0.437,0.437,-2,0,0
909,1,MoraJi0,2001,IND,66,0,0.375,0.0,15,4,0,0.0,0.37,1.305,-3.8,-4.0,1,1,0.0,0,0,-0.25,-0.438,0.187,-1,-2,0
910,0,MoraJi1,2004,ATL,43,3,0.688,1.0,1,1,6,1.0,0.042,0.042,-2.2,2.0,1,1,0.042,4,0,0.375,0.094,0.25,3,1,3
911,0,MoraJi1,2005,ATL,44,0,0.5,0.0,2,2,6,1.0,0.042,0.042,-1.2,-1.5,1,1,0.0,0,0,-0.188,0.187,-0.094,-3,0,-2
912,1,MoraJi1,2006,ATL,45,0,0.438,0.0,3,3,4,1.0,0.042,0.042,-3.0,-1.0,1,1,0.0,0,0,-0.062,-0.25,0.125,0,-3,0
913,1,MoraJi1,2009,SEA,48,0,0.313,0.0,4,1,-6,0.0,0.0,0.042,-9.3,-2.5,1,1,0.0,0,0,0.063,-0.312,-0.25,0,-2,-2
914,0,MornMa0,2001,DET,39,0,0.125,0.0,1,1,-12,0.0,0.0,0.0,-7.2,-5.5,1,1,0.0,0,0,-0.438,-0.375,-0.188,0,-1,0
915,1,MornMa0,2002,DET,40,0,0.188,0.0,2,2,-22,0.0,0.0,0.0,-9.2,-3.0,1,1,0.0,0,0,0.063,-0.375,-0.312,0,0,-1
916,0,MorrRa0,2009,TAM,33,0,0.188,0.0,1,1,-10,0.0,0.0,0.0,-5.6,-3.5,1,1,0.0,0,1,-0.375,-0.375,-0.062,0,-1,0
917,0,MorrRa0,2010,TAM,34,0,0.625,0.0,2,2,-6,0.0,0.23,0.23,-0.6,4.0,1,1,0.23,2,1,0.437,0.062,0.062,0,0,-1
918,1,MorrRa0,2011,TAM,35,0,0.25,0.0,3,3,-14,0.0,0.23,0.23,-10.6,-4.0,1,1,0.0,0,1,-0.375,0.062,-0.313,0,0,0
919,0,MorrRa0,2024,ATL,48,0,0.471,0.0,5,1,-4,0.0,0.0,0.23,-2.2,-1.5,1,1,0.0,0,1,0.059,0.059,0.059,0,0,0
920,0,MulaMi0,2004,BUF,43,0,0.563,0.0,1,1,2,0.0,0.0,0.0,8.1,1.5,1,1,0.0,0,0,0.188,0.063,0.375,0,0,0
921,1,MulaMi0,2005,BUF,44,0,0.313,0.0,2,2,-4,0.0,0.0,0.0,-5.8,-3.0,1,1,0.0,0,0,-0.25,-0.062,-0.187,0,0,0
922,1,MulaMi0,2012,JAX,51,0,0.125,0.0,3,1,-12,0.0,0.0,0.0,-13.0,-3.5,1,1,0.0,0,0,-0.188,-0.375,-0.313,0,0,0
923,0,MulaMi0,2016,TEN,55,0,0.563,0.0,5,2,-3,0.0,0.0,0.0,-1.0,3.0,1,1,0.0,0,0,0.375,0.438,0.125,0,0,0
924,1,MulaMi0,2017,TEN,56,0,0.563,1.0,6,3,-1,1.0,0.0,0.0,-3.5,0.0,1,1,0.0,0,0,0.0,0.375,0.438,0,0,0
925,0,MuncMi0,2011,TEN,51,0,0.563,0.0,1,1,2,0.0,0.0,0.0,-1.0,2.5,1,1,0.0,0,0,0.188,0.063,-0.25,0,0,-2
926,0,MuncMi0,2012,TEN,52,0,0.375,0.0,2,2,-2,0.0,0.0,0.0,-10.0,-1.0,-1,1,0.0,0,0,-0.188,0.0,-0.125,0,0,0
927,1,MuncMi0,2013,TEN,53,0,0.438,0.0,3,3,-4,0.0,0.0,0.0,-0.8,0.5,-1,1,0.0,0,0,0.063,-0.125,0.063,0,0,0
928,0,NagyMa0,2018,CHI,40,1,0.75,0.0,1,1,8,0.0,0.48,0.48,6.3,4.5,1,1,0.48,1,0,0.437,0.562,0.375,1,1,1
929,0,NagyMa0,2019,CHI,41,0,0.5,0.0,2,2,8,0.0,0.48,0.48,-0.9,-1.0,1,1,0.0,0,0,-0.25,0.187,0.312,-1,0,0
930,0,NagyMa0,2020,CHI,42,1,0.5,0.0,3,3,8,0.0,0.48,0.48,0.2,0.0,1,1,0.0,0,0,0.0,-0.25,0.187,1,0,1
931,1,NagyMa0,2021,CHI,43,0,0.353,0.0,4,4,3,0.0,0.48,0.48,-5.2,-1.5,1,1,0.0,0,0,-0.147,-0.147,-0.397,-1,0,-1
932,0,NolaDi0,1970,SFO,38,3,0.769,1.0,1,1,7,1.0,0.115,0.115,6.5,0.0,1,1,0.115,3,0,0.769,0.769,0.769,3,3,3
933,0,NolaDi0,1971,SFO,39,3,0.643,1.0,2,2,11,2.0,0.115,0.115,6.3,0.0,1,1,0.0,0,0,-0.126,0.643,0.643,0,3,3
934,0,NolaDi0,1972,SFO,40,2,0.607,0.0,3,3,14,2.0,0.115,0.115,6.4,0.0,1,1,0.0,0,0,-0.036,-0.162,0.607,-1,-1,2
935,0,NolaDi0,1973,SFO,41,0,0.357,0.0,4,4,10,2.0,0.115,0.115,-0.2,0.0,1,1,0.0,0,0,-0.25,-0.286,-0.412,-2,-3,-3
936,0,NolaDi0,1974,SFO,42,0,0.429,0.0,5,5,8,2.0,0.115,0.115,-2.6,0.0,1,1,0.0,0,0,0.072,-0.178,-0.214,0,-2,-3
937,1,NolaDi0,1975,SFO,43,0,0.357,0.0,6,6,4,2.0,0.115,0.115,-4.7,0.0,1,1,0.0,0,0,-0.072,0.0,-0.25,0,0,-2
