,Fired,id,Year,Tm,Age,Round,W-L%,W plyf,Exp,Tenure,Tenure (W-L),Tenure W plyf,Tenure coy_share,Exp coy_share,SRS,ou,gm,owner,coy_share,coy_rank,poc,Delta 1yr W-L%,Delta 2yr W-L%,Delta 3yr W-L%,Delta 1yr plyf,Delta 2yr plyf,Delta 3yr plyf
475,0,GreeDe0,1995,MIN,46,0,0.5,0.0,4,4,12,0.0,0.101,0.101,3.7,0.0,1,1,0.0,0,1,-0.125,-0.063,-0.188,-1,-1,-1
476,0,GreeDe0,1996,MIN,47,1,0.563,0.0,5,5,14,0.0,0.101,0.101,-0.1,1.0,1,1,0.0,0,1,0.063,-0.062,0.0,1,0,0
477,0,GreeDe0,1997,MIN,48,2,0.563,1.0,6,6,16,1.0,0.101,0.101,-0.1,1.0,1,1,0.0,0,1,0.0,0.063,-0.062,1,2,1
478,0,GreeDe0,1998,MIN,49,3,0.938,1.0,7,7,30,2.0,0.41,0.41,14.9,6.5,1,-1,0.309,2,1,0.375,0.375,0.438,1,2,3
479,0,GreeDe0,1999,MIN,50,2,0.625,1.0,8,8,34,3.0,0.41,0.41,4.4,-1.5,-1,-1,0.0,0,1,-0.313,0.062,0.062,-1,0,1
480,0,GreeDe0,2000,MIN,51,3,0.688,1.0,9,9,40,4.0,0.41,0.41,1.9,3.5,-1,-1,0.0,0,1,0.063,-0.25,0.125,1,0,1
481,1,GreeDe0,2001,MIN,52,0,0.333,0.0,10,10,35,4.0,0.41,0.41,-4.7,-4.0,-1,-1,0.0,0,1,-0.355,-0.292,-0.605,-3,-2,-3
482,0,GreeDe0,2004,ARI,55,0,0.375,0.0,11,1,-4,0.0,0.0,0.41,-4.9,0.5,1,1,0.0,0,1,0.125,0.062,-0.063,0,0,0
483,0,GreeDe0,2005,ARI,56,0,0.313,0.0,12,2,-10,0.0,0.0,0.41,-5.0,-2.0,1,1,0.0,0,1,-0.062,0.063,0.0,0,0,0
484,1,GreeDe0,2006,ARI,57,0,0.313,0.0,13,3,-16,0.0,0.0,0.41,-6.9,-3.0,1,1,0.0,0,1,0.0,-0.062,0.063,0,0,0
485,0,GregFo0,1975,CLE,42,0,0.214,0.0,1,1,-8,0.0,0.0,0.0,-6.8,0.0,1,1,0.0,0,0,-0.072,-0.357,-0.5,0,0,-2
486,0,GregFo0,1976,CLE,43,0,0.643,0.0,2,2,-4,0.0,0.381,0.381,-1.7,0.0,1,1,0.381,1,0,0.429,0.357,0.072,0,0,0
487,1,GregFo0,1977,CLE,44,0,0.462,0.0,3,3,-5,0.0,0.381,0.381,2.5,0.0,1,1,0.0,0,0,-0.181,0.248,0.176,0,0,0
488,0,GregFo0,1980,CIN,47,0,0.375,0.0,4,1,-4,0.0,0.0,0.381,-3.7,0.0,1,1,0.0,0,0,0.125,0.125,-0.196,0,0,0
489,0,GregFo0,1981,CIN,48,4,0.75,2.0,5,2,4,2.0,0.185,0.566,5.5,0.0,1,1,0.185,2,0,0.375,0.5,0.5,4,4,4
490,0,GregFo0,1982,CIN,49,1,0.778,0.0,6,3,9,2.0,0.185,0.566,3.6,0.0,1,1,0.0,0,0,0.028,0.403,0.528,-3,1,1
491,1,GregFo0,1983,CIN,50,0,0.438,0.0,7,4,7,2.0,0.185,0.566,0.5,0.0,1,1,0.0,0,0,-0.34,-0.312,0.063,-1,-4,0
492,0,GregFo0,1984,GNB,51,0,0.5,0.0,8,1,0,0.0,0.0,0.566,5.0,0.0,1,1,0.0,0,0,0.0,-0.111,0.0,0,-2,0
493,0,GregFo0,1985,GNB,52,0,0.5,0.0,9,2,0,0.0,0.0,0.566,0.1,0.0,1,1,0.0,0,0,0.0,0.0,-0.111,0,0,-2
494,0,GregFo0,1986,GNB,53,0,0.25,0.0,10,3,-8,0.0,0.0,0.566,-9.6,0.0,1,1,0.0,0,0,-0.25,-0.25,-0.25,0,0,0
495,1,GregFo0,1987,GNB,54,0,0.367,0.0,11,4,-12,0.0,0.0,0.566,-3.4,0.0,-1,1,0.0,0,0,0.117,-0.133,-0.133,0,0,0
496,1,GrohAl0,2000,NYJ,56,0,0.563,0.0,1,1,2,0.0,0.0,0.0,3.5,1.0,0,0,0.0,0,0,0.063,-0.187,0.0,0,-3,0
497,0,GrudJa0,2014,WAS,47,0,0.25,0.0,1,1,-8,0.0,0.0,0.0,-8.7,-3.5,1,1,0.0,0,0,0.062,-0.375,-0.063,0,-1,0
498,0,GrudJa0,2015,WAS,48,1,0.563,0.0,2,2,-6,0.0,0.0,0.0,-1.9,3.0,-1,1,0.0,0,0,0.313,0.375,-0.062,1,1,0
499,0,GrudJa0,2016,WAS,49,0,0.531,0.0,3,3,-5,0.0,0.0,0.0,2.0,0.5,-1,1,0.0,0,0,-0.032,0.281,0.343,-1,0,0
500,0,GrudJa0,2017,WAS,50,0,0.438,0.0,4,4,-7,0.0,0.0,0.0,-1.3,-0.5,-1,1,0.0,0,0,-0.093,-0.125,0.188,0,-1,0
501,0,GrudJa0,2018,WAS,51,0,0.438,0.0,5,5,-9,0.0,0.0,0.0,-4.9,0.0,-1,1,0.0,0,0,0.0,-0.093,-0.125,0,0,-1
502,1,GrudJa0,2019,WAS,52,0,0.0,0.0,6,6,-14,0.0,0.0,0.0,-10.8,-3.0,-1,1,0.0,0,0,-0.438,-0.438,-0.531,0,0,0
503,0,GrudJo0,1998,OAK,35,0,0.5,0.0,1,1,0,0.0,0.0,0.0,-5.6,1.5,1,1,0.0,0,0,0.25,0.062,0.0,0,0,0
504,0,GrudJo0,1999,OAK,36,0,0.5,0.0,2,2,0,0.0,0.0,0.0,6.8,2.0,1,1,0.0,0,0,0.0,0.25,0.062,0,0,0
505,0,GrudJo0,2000,OAK,37,0,0.75,1.0,3,3,8,1.0,0.04,0.04,9.7,3.0,1,1,0.04,5,0,0.25,0.25,0.5,0,0,0
506,0,GrudJo0,2001,OAK,38,0,0.625,1.0,4,4,12,2.0,0.04,0.04,3.6,0.0,1,1,0.0,0,0,-0.125,0.125,0.125,-3,0,0
507,0,GrudJo0,2002,TAM,39,5,0.75,3.0,5,1,8,3.0,0.0,0.04,8.8,3.0,1,1,0.0,0,0,0.187,0.125,0.062,4,4,2
508,0,GrudJo0,2003,TAM,40,0,0.438,0.0,6,2,6,3.0,0.0,0.04,1.6,-3.5,1,1,0.0,0,0,-0.312,-0.125,-0.187,-5,-1,-1
509,0,GrudJo0,2004,TAM,41,0,0.313,0.0,7,3,0,3.0,0.0,0.04,-2.7,-4.0,-1,1,0.0,0,0,-0.125,-0.437,-0.25,0,-5,-1
510,0,GrudJo0,2005,TAM,42,1,0.688,0.0,8,4,6,3.0,0.0,0.04,-1.0,4.0,-1,1,0.0,0,0,0.375,0.25,-0.062,1,1,-4
511,0,GrudJo0,2006,TAM,43,0,0.25,0.0,9,5,-2,3.0,0.0,0.04,-7.9,-4.0,-1,1,0.0,0,0,-0.438,-0.063,-0.188,-1,0,0
512,0,GrudJo0,2007,TAM,44,1,0.563,0.0,10,6,0,3.0,0.02,0.06,1.2,2.0,-1,1,0.02,6,0,0.313,-0.125,0.25,1,0,1
513,1,GrudJo0,2008,TAM,45,0,0.563,0.0,11,7,2,3.0,0.02,0.06,2.3,1.0,-1,1,0.0,0,0,0.0,0.313,-0.125,-1,0,-1
514,0,GrudJo0,2018,OAK,55,0,0.25,0.0,12,4,4,2.0,0.04,0.06,-9.3,-3.5,-1,-1,0.0,0,0,-0.125,-0.5,-0.188,0,-1,0
515,1,GrudJo0,2019,OAK,56,0,0.438,0.0,13,5,2,2.0,0.04,0.06,-6.9,1.0,-1,-1,0.0,0,0,0.188,0.063,-0.312,0,0,-1
516,0,GrudJo0,2020,LVR,57,0,0.5,0.0,14,1,0,0.0,0.0,0.06,-2.0,0.5,1,1,0.0,0,0,0.062,0.25,0.125,0,0,0
517,1,HackNa0,2022,DEN,43,0,0.267,0.0,1,1,-7,0.0,0.0,0.0,-5.0,-5.0,1,1,0.0,0,0,-0.145,-0.046,-0.171,0,0,0
518,0,HaleTo0,2009,KAN,42,0,0.25,0.0,1,1,-8,0.0,0.0,0.0,-8.4,-2.0,1,1,0.0,0,0,0.125,0.0,-0.313,0,0,-1
519,0,HaleTo0,2010,KAN,43,1,0.625,0.0,2,2,-4,0.0,0.09,0.09,-0.7,3.5,1,1,0.09,3,0,0.375,0.5,0.375,1,1,1
520,1,HaleTo0,2011,KAN,44,0,0.385,0.0,3,3,-7,0.0,0.09,0.09,-8.1,-0.5,1,1,0.0,0,0,-0.24,0.135,0.26,-1,0,0
521,0,HandRa0,1991,NYG,47,0,0.5,0.0,1,1,0,0.0,0.0,0.0,1.0,-3.0,0,0,0.0,0,0,-0.313,-0.25,-0.125,-5,-2,0
522,1,HandRa0,1992,NYG,48,0,0.375,0.0,2,2,-4,0.0,0.0,0.0,-1.8,-3.0,0,0,0.0,0,0,-0.125,-0.438,-0.375,0,-5,-2
523,0,HaniJi0,1980,STL,47,0,0.313,0.0,1,1,-6,0.0,0.0,0.0,-2.4,0.0,0,0,0.0,0,0,-0.25,-0.437,-0.401,-4,-3,-2
524,0,HaniJi0,1981,STL,48,0,0.438,0.0,2,2,-8,0.0,0.0,0.0,-4.7,0.0,0,0,0.0,0,0,-0.25,-0.125,-0.312,-1,-4,-3
525,0,HaniJi0,1982,STL,49,0,0.556,0.0,3,3,-7,0.0,0.024,0.024,-2.7,0.0,0,0,0.024,6,0,0.181,-0.132,-0.007,0,-1,-4
526,0,HaniJi0,1983,STL,50,0,0.531,0.0,4,4,-6,0.0,0.024,0.024,-1.1,0.0,-1,-1,0.0,0,0,0.309,0.156,-0.157,0,0,-1
527,0,HaniJi0,1984,STL,51,0,0.563,0.0,5,5,-4,0.0,0.024,0.024,5.4,0.0,-1,-1,0.0,0,0,0.0,0.341,0.188,-2,0,0
528,1,HaniJi0,1985,STL,52,0,0.313,0.0,6,6,-10,0.0,0.024,0.024,-10.1,0.0,-1,-1,0.0,0,0,-0.312,-0.25,0.091,-1,-2,0
529,0,HarbJi0,2011,SFO,48,3,0.813,1.0,1,1,10,1.0,0.9,0.9,8.3,5.5,1,1,0.9,1,0,0.438,0.313,0.375,3,3,3
530,0,HarbJi0,2012,SFO,49,4,0.719,2.0,2,2,17,3.0,0.9,0.9,10.2,1.0,1,1,0.0,0,0,-0.094,0.344,0.219,1,4,4
531,0,HarbJi0,2013,SFO,50,3,0.75,2.0,3,3,25,5.0,0.9,0.9,10.1,0.5,1,1,0.0,0,0,0.031,-0.063,0.375,-1,0,3
532,1,HarbJi0,2014,SFO,51,0,0.5,0.0,4,4,25,5.0,0.9,0.9,-1.0,-2.5,1,1,0.0,0,0,-0.25,-0.219,-0.313,-3,-4,-3
533,0,HarbJi0,2024,LAC,61,0,0.647,0.0,5,1,5,0.0,0.0,0.9,5.3,2.0,1,1,0.0,0,0,0.353,0.059,0.118,0,-1,0
534,0,HarbJo0,2008,BAL,46,0,0.688,2.0,1,1,6,2.0,0.0,0.0,9.8,5.0,1,1,0.0,0,0,0.375,-0.125,0.313,0,-2,0
535,0,HarbJo0,2009,BAL,47,0,0.563,1.0,2,2,8,3.0,0.0,0.0,7.5,0.5,1,1,0.0,0,0,-0.125,0.25,-0.25,-3,0,-2
536,0,HarbJo0,2010,BAL,48,0,0.75,1.0,3,3,16,4.0,0.0,0.0,6.4,2.0,1,1,0.0,0,0,0.187,0.062,0.437,-2,-3,0
537,0,HarbJo0,2011,BAL,49,0,0.75,1.0,4,4,24,5.0,0.0,0.0,6.1,1.5,1,1,0.0,0,0,0.0,0.187,0.062,-2,-2,-3
538,0,HarbJo0,2012,BAL,50,0,0.625,4.0,5,5,28,9.0,0.0,0.0,2.9,0.0,1,1,0.0,0,0,-0.125,-0.125,0.062,-3,-2,-2
539,0,HarbJo0,2013,BAL,51,0,0.5,0.0,6,6,28,9.0,0.0,0.0,-3.5,-0.5,1,1,0.0,0,0,-0.125,-0.25,-0.25,-5,-3,-2
540,0,HarbJo0,2014,BAL,52,0,0.625,1.0,7,7,32,10.0,0.0,0.0,4.6,1.5,1,1,0.0,0,0,0.125,0.0,-0.125,0,-5,-3
541,0,HarbJo0,2015,BAL,53,0,0.313,0.0,8,8,26,10.0,0.0,0.0,-1.9,-4.0,1,1,0.0,0,0,-0.312,-0.187,-0.312,-2,0,-5
542,0,HarbJo0,2016,BAL,54,0,0.5,0.0,9,9,26,10.0,0.0,0.0,1.5,-0.5,1,1,0.0,0,0,0.187,-0.125,0.0,0,-2,0
543,0,HarbJo0,2017,BAL,55,0,0.563,0.0,10,10,28,10.0,0.0,0.0,3.4,0.5,1,1,0.0,0,0,0.063,0.25,-0.062,0,0,-2
544,0,HarbJo0,2018,BAL,56,0,0.625,0.0,11,11,32,10.0,0.0,0.0,7.0,1.5,1,1,0.0,0,0,0.062,0.125,0.312,0,0,0
545,0,HarbJo0,2019,BAL,57,0,0.875,0.0,12,12,44,10.0,0.55,0.55,15.6,5.5,-1,1,0.55,1,0,0.25,0.312,0.375,-1,0,0
546,0,HarbJo0,2020,BAL,58,0,0.688,1.0,13,13,50,11.0,0.55,0.55,8.3,-0.5,-1,1,0.0,0,0,-0.187,0.063,0.125,-2,-1,0
547,0,HarbJo0,2021,BAL,59,0,0.471,0.0,14,14,49,11.0,0.55,0.55,-0.3,-2.5,-1,1,0.0,0,0,-0.217,-0.404,-0.154,-2,-2,-1
548,0,HarbJo0,2022,BAL,60,0,0.588,0.0,15,15,52,11.0,0.55,0.55,3.1,-0.5,-1,1,0.0,0,0,0.117,-0.1,-0.287,0,-2,-2
549,0,HarbJo0,2023,BAL,61,0,0.765,1.0,16,16,61,12.0,0.608,0.608,13.2,3.0,-1,1,0.058,4,0,0.177,0.294,0.077,-1,0,-2
550,0,HarbJo0,2024,BAL,62,0,0.706,1.0,17,17,68,13.0,0.608,0.608,9.9,1.5,-1,1,0.0,0,0,-0.059,0.118,0.235,-3,-1,0
551,0,HaslJi0,2000,NOR,45,2,0.625,1.0,1,1,4,1.0,0.61,0.61,0.9,3.5,0,0,0.61,1,0,0.437,0.25,0.25,2,2,2
552,0,HaslJi0,2001,NOR,46,0,0.438,0.0,2,2,2,1.0,0.61,0.61,-4.8,-1.0,-1,-1,0.0,0,0,-0.187,0.25,0.063,-2,0,0
553,0,HaslJi0,2002,NOR,47,0,0.563,0.0,3,3,4,1.0,0.61,0.61,2.4,2.0,-1,-1,0.0,0,0,0.125,-0.062,0.375,0,-2,0
554,0,HaslJi0,2003,NOR,48,0,0.5,0.0,4,4,4,1.0,0.61,0.61,-0.3,0.0,-1,-1,0.0,0,0,-0.063,0.062,-0.125,0,0,-2
555,0,HaslJi0,2004,NOR,49,0,0.5,0.0,5,5,4,1.0,0.61,0.61,-5.6,0.5,-1,-1,0.0,0,0,0.0,-0.063,0.062,0,0,0
556,1,HaslJi0,2005,NOR,50,0,0.188,0.0,6,6,-6,1.0,0.61,0.61,-11.1,-4.5,-1,-1,0.0,0,0,-0.312,-0.312,-0.375,0,0,0
557,0,HennDa0,1983,ATL,41,0,0.438,0.0,1,1,-2,0.0,0.0,0.0,0.9,0.0,0,0,0.0,0,0,-0.118,0.0,-0.312,-1,0,-2
558,0,HennDa0,1984,ATL,42,0,0.25,0.0,2,2,-10,0.0,0.0,0.0,-6.6,0.0,0,0,0.0,0,0,-0.188,-0.306,-0.188,0,-1,0
559,0,HennDa0,1985,ATL,43,0,0.25,0.0,3,3,-18,0.0,0.0,0.0,-8.9,0.0,0,0,0.0,0,0,0.0,-0.188,-0.306,0,0,-1
560,1,HennDa0,1986,ATL,44,0,0.469,0.0,4,4,-19,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0,0,0.219,0.219,0.031,0,0,0
561,0,HennDa0,1989,SDG,47,0,0.375,0.0,5,1,-4,0.0,0.0,0.0,-0.7,0.5,0,0,0.0,0,0,0.0,-0.158,0.125,0,0,0
562,0,HennDa0,1990,SDG,48,0,0.375,0.0,6,2,-8,0.0,0.0,0.0,2.3,-1.0,0,0,0.0,0,0,0.0,0.0,-0.158,0,0,0
563,1,HennDa0,1991,SDG,49,0,0.25,0.0,7,3,-16,0.0,0.0,0.0,-2.2,-2.5,0,0,0.0,0,0,-0.125,-0.125,-0.125,0,0,0
564,0,HollBo0,1971,STL,45,0,0.308,0.0,1,1,-5,0.0,0.0,0.0,-4.2,0.0,0,0,0.0,0,0,-0.384,0.308,0.308,0,0,0
565,1,HollBo0,1972,STL,46,0,0.321,0.0,2,2,-10,0.0,0.0,0.0,-5.7,0.0,0,0,0.0,0,0,-0.294,-0.371,0.321,0,0,0
566,0,HolmMi0,1992,GNB,44,0,0.563,0.0,1,1,2,0.0,0.12,0.12,-1.6,2.5,1,1,0.12,3,0,0.313,0.188,-0.062,0,0,0
567,0,HolmMi0,1993,GNB,45,2,0.563,1.0,2,2,4,1.0,0.12,0.12,3.2,0.0,1,1,0.0,0,0,0.0,0.313,0.188,2,2,2
568,0,HolmMi0,1994,GNB,46,2,0.563,1.0,3,3,6,2.0,0.12,0.12,6.0,0.0,1,1,0.0,0,0,0.0,0.0,0.313,0,2,2
569,0,HolmMi0,1995,GNB,47,3,0.688,2.0,4,4,12,4.0,0.154,0.154,6.0,3.0,1,1,0.034,7,0,0.125,0.125,0.125,1,1,3
570,0,HolmMi0,1996,GNB,48,5,0.813,3.0,5,5,22,7.0,0.154,0.154,15.3,3.0,1,1,0.0,0,0,0.125,0.25,0.25,2,3,3
571,0,HolmMi0,1997,GNB,49,4,0.813,2.0,6,6,32,9.0,0.154,0.154,7.7,1.0,1,1,0.0,0,0,0.0,0.125,0.25,-1,1,2
572,1,HolmMi0,1998,GNB,50,1,0.688,0.0,7,7,38,9.0,0.154,0.154,5.0,-0.5,1,1,0.0,0,0,-0.125,-0.125,0.0,-3,-4,-2
573,0,HolmMi0,1999,SEA,51,1,0.563,0.0,8,1,2,0.0,0.0,0.154,4.5,-0.5,1,1,0.0,0,0,0.063,0.063,0.125,1,1,1
574,0,HolmMi0,2000,SEA,52,0,0.375,0.0,9,2,-2,0.0,0.0,0.154,-3.7,-2.0,1,1,0.0,0,0,-0.188,-0.125,-0.125,-1,0,0
575,0,HolmMi0,2001,SEA,53,0,0.563,0.0,10,3,0,0.0,0.0,0.154,-1.9,0.0,1,1,0.0,0,0,0.188,0.0,0.063,0,-1,0
576,0,HolmMi0,2002,SEA,54,0,0.438,0.0,11,4,-2,0.0,0.0,0.154,-1.3,-1.0,1,1,0.0,0,0,-0.125,0.063,-0.125,0,0,-1
577,0,HolmMi0,2003,SEA,55,1,0.625,0.0,12,5,2,0.0,0.0,0.154,4.1,2.5,-1,1,0.0,0,0,0.187,0.062,0.25,1,1,1
578,0,HolmMi0,2004,SEA,56,1,0.563,0.0,13,6,4,0.0,0.0,0.154,-2.9,0.0,-1,1,0.0,0,0,-0.062,0.125,0.0,0,1,1
579,0,HolmMi0,2005,SEA,57,4,0.813,2.0,14,7,14,2.0,0.02,0.174,9.1,4.0,-1,1,0.02,5,0,0.25,0.188,0.375,3,3,4
580,0,HolmMi0,2006,SEA,58,2,0.563,1.0,15,8,16,3.0,0.02,0.174,-3.6,-1.5,-1,1,0.0,0,0,-0.25,0.0,-0.062,-2,1,1
581,0,HolmMi0,2007,SEA,59,2,0.625,1.0,16,9,20,4.0,0.02,0.174,1.8,1.0,-1,1,0.0,0,0,0.062,-0.188,0.062,0,-2,1
582,1,HolmMi0,2008,SEA,60,0,0.25,0.0,17,10,12,4.0,0.02,0.174,-7.6,-4.5,-1,1,0.0,0,0,-0.375,-0.313,-0.563,-2,-2,-4
583,1,HoltLo0,1976,NYJ,39,0,0.231,0.0,1,1,-7,0.0,0.0,0.0,-13.8,0.0,0,0,0.0,0,0,0.017,-0.269,-0.055,0,0,0
584,1,HudsTo0,1977,DET,46,0,0.429,0.0,2,2,-2,0.0,0.0,0.0,-7.4,0.0,0,0,0.0,0,0,0.0,-0.071,-0.071,0,0,0
585,1,HughEd0,1971,HOU,44,0,0.308,0.0,1,1,-5,0.0,0.0,0.0,-6.7,0.0,0,0,0.0,0,0,0.308,0.308,0.308,0,0,0
586,0,InfaLi0,1988,GNB,48,0,0.25,0.0,1,1,-8,0.0,0.0,0.0,-3.3,0.0,0,0,0.0,0,0,-0.117,0.0,-0.25,0,0,0
587,0,InfaLi0,1989,GNB,49,0,0.625,0.0,2,2,-4,0.0,0.329,0.329,-1.0,4.0,0,0,0.329,1,0,0.375,0.258,0.375,0,0,0
588,0,InfaLi0,1990,GNB,50,0,0.375,0.0,3,3,-8,0.0,0.329,0.329,-4.1,-3.5,0,0,0.0,0,0,-0.25,0.125,0.008,0,0,0
589,1,InfaLi0,1991,GNB,51,0,0.25,0.0,4,4,-16,0.0,0.329,0.329,-4.8,-3.5,0,0,0.0,0,0,-0.125,-0.375,0.0,0,0,0
590,0,InfaLi0,1996,IND,56,0,0.563,0.0,5,1,2,0.0,0.0,0.329,-1.6,0.5,0,0,0.0,0,0,0.0,0.063,0.313,-3,0,0
591,1,InfaLi0,1997,IND,57,0,0.188,0.0,6,2,-8,0.0,0.0,0.329,-4.3,-5.0,0,0,0.0,0,0,-0.375,-0.375,-0.312,-1,-3,0
592,1,JackHu0,2011,OAK,46,0,0.5,0.0,1,1,0,0.0,0.0,0.0,-4.9,1.5,1,1,0.0,0,1,0.0,0.187,0.187,0,0,0
593,0,JackHu0,2016,CLE,51,0,0.063,0.0,2,1,-14,0.0,0.0,0.0,-10.1,-3.5,0,1,0.0,0,1,-0.125,-0.375,-0.187,0,0,0
594,0,JackHu0,2017,CLE,52,0,0.0,0.0,3,2,-30,0.0,0.0,0.0,-11.0,-4.5,-1,1,0.0,0,1,-0.063,-0.188,-0.438,0,0,0
595,0,JaurDi0,1999,CHI,49,0,0.375,0.0,1,1,-4,0.0,0.0,0.0,-2.0,1.0,1,1,0.0,0,0,0.125,0.125,-0.063,0,0,0
596,0,JaurDi0,2000,CHI,50,0,0.313,0.0,2,2,-10,0.0,0.0,0.0,-6.3,-3.0,1,1,0.0,0,0,-0.062,0.063,0.063,0,0,0
597,0,JaurDi0,2001,CHI,51,2,0.813,0.0,3,3,0,0.0,0.48,0.48,7.9,6.0,-1,1,0.48,1,0,0.5,0.438,0.563,2,2,2
598,0,JaurDi0,2002,CHI,52,0,0.25,0.0,4,4,-8,0.0,0.48,0.48,-5.3,-4.0,-1,1,0.0,0,0,-0.563,-0.063,-0.125,-2,0,0
599,1,JaurDi0,2003,CHI,53,0,0.438,0.0,5,5,-10,0.0,0.48,0.48,-3.5,-0.5,-1,1,0.0,0,0,0.188,-0.375,0.125,0,-2,0
600,0,JaurDi0,2006,BUF,56,0,0.438,0.0,7,1,-2,0.0,0.0,0.48,2.2,0.0,1,1,0.0,0,0,0.125,-0.125,0.063,0,0,0
601,0,JaurDi0,2007,BUF,57,0,0.438,0.0,8,2,-4,0.0,0.0,0.48,-4.1,1.0,1,1,0.0,0,0,0.0,0.125,-0.125,0,0,0
602,0,JaurDi0,2008,BUF,58,0,0.438,0.0,9,3,-6,0.0,0.0,0.48,-3.3,-0.5,-1,1,0.0,0,0,0.0,0.0,0.125,0,0,0
603,1,JaurDi0,2009,BUF,59,0,0.333,0.0,10,4,-9,0.0,0.0,0.48,-1.8,-1.5,-1,1,0.0,0,0,-0.105,-0.105,-0.105,0,0,0
604,0,JohnBi0,1976,CIN,50,0,0.714,0.0,1,1,6,0.0,0.0,0.0,10.1,0.0,0,0,0.0,0,0,-0.072,0.214,0.0,-2,0,-2
605,0,JohnBi0,1977,CIN,51,0,0.571,0.0,2,2,8,0.0,0.0,0.0,2.2,0.0,0,0,0.0,0,0,-0.143,-0.215,0.071,0,-2,0
606,1,JohnHa0,1971,BUF,52,0,0.071,0.0,1,1,-12,0.0,0.0,0.0,-13.4,0.0,0,0,0.0,0,0,-0.16,0.071,0.071,0,0,0
607,0,JohnJi0,1989,DAL,46,0,0.063,0.0,1,1,-14,0.0,0.0,0.0,-10.4,-6.0,1,1,0.0,0,0,-0.125,-0.404,-0.375,0,0,0
608,0,JohnJi0,1990,DAL,47,0,0.438,0.0,2,2,-16,0.0,0.231,0.231,-3.7,2.5,1,1,0.231,1,0,0.375,0.25,-0.029,0,0,0
609,0,JohnJi0,1991,DAL,48,2,0.688,1.0,3,3,-10,1.0,0.329,0.329,4.4,3.5,1,1,0.098,3,0,0.25,0.625,0.5,2,2,2
610,0,JohnJi0,1992,DAL,49,5,0.813,3.0,4,4,0,4.0,0.392,0.392,10.0,3.5,1,1,0.063,7,0,0.125,0.375,0.75,3,5,5
611,1,JohnJi0,1993,DAL,50,5,0.75,3.0,5,5,8,7.0,0.417,0.417,9.6,0.5,1,1,0.025,3,0,-0.063,0.062,0.312,0,3,5
612,0,JohnJi0,1996,MIA,53,0,0.5,0.0,6,1,0,0.0,0.0,0.417,0.3,-1.0,1,1,0.0,0,0,-0.063,-0.125,-0.063,-1,-2,0
613,0,JohnJi0,1997,MIA,54,1,0.563,0.0,7,2,2,0.0,0.021,0.438,1.3,0.0,1,1,0.021,7,0,0.063,0.0,-0.062,1,0,-1
614,0,JohnJi0,1998,MIA,55,2,0.625,1.0,8,3,6,1.0,0.021,0.438,5.9,1.0,1,1,0.0,0,0,0.062,0.125,0.062,1,2,1
615,1,JohnJi0,1999,MIA,56,2,0.563,1.0,9,4,8,2.0,0.021,0.438,1.9,-1.0,1,1,0.0,0,0,-0.062,0.0,0.063,0,1,2
616,0,JoneJu0,1994,ATL,41,0,0.438,0.0,1,1,-2,0.0,0.0,0.0,-4.3,-0.5,0,0,0.0,0,0,0.063,0.063,-0.187,0,0,-2
617,0,JoneJu0,1995,ATL,42,1,0.563,0.0,2,2,0,0.0,0.0,0.0,0.1,1.5,0,0,0.0,0,0,0.125,0.188,0.188,1,1,1
618,1,JoneJu0,1996,ATL,43,0,0.188,0.0,3,3,-10,0.0,0.0,0.0,-9.1,-5.0,0,0,0.0,0,0,-0.375,-0.25,-0.187,-1,0,0
619,0,JoseVa0,2017,DEN,45,0,0.313,0.0,1,1,-6,0.0,0.0,0.0,-6.7,-3.0,1,1,0.0,0,1,-0.25,-0.437,-0.437,0,-5,-2
620,1,JoseVa0,2018,DEN,46,0,0.375,0.0,2,2,-10,0.0,0.0,0.0,-0.5,-1.0,1,1,0.0,0,1,0.062,-0.188,-0.375,0,0,-5
621,0,JudgJo0,2020,NYG,39,0,0.375,0.0,1,1,-4,0.0,0.0,0.0,-4.4,-0.5,1,1,0.0,0,0,0.125,0.062,0.187,0,0,0
622,1,JudgJo0,2021,NYG,40,0,0.235,0.0,2,2,-13,0.0,0.0,0.0,-8.3,-3.0,1,1,0.0,0,0,-0.14,-0.015,-0.078,0,0,0
623,0,KellCh0,2013,PHI,50,1,0.625,0.0,1,1,4,0.0,0.08,0.08,1.9,2.5,1,1,0.08,4,0,0.375,0.125,0.0,1,1,0
624,0,KellCh0,2014,PHI,51,0,0.625,0.0,2,2,8,0.0,0.08,0.08,3.9,1.0,1,1,0.0,0,0,0.0,0.375,0.125,-1,0,0
625,1,KellCh0,2015,PHI,52,0,0.4,0.0,3,3,5,0.0,0.08,0.08,-4.6,-3.0,1,1,0.0,0,0,-0.225,-0.225,0.15,0,-1,0
626,1,KellCh0,2016,SFO,53,0,0.125,0.0,4,1,-12,0.0,0.0,0.08,-11.2,-3.5,1,1,0.0,0,0,-0.188,-0.375,-0.625,0,0,-3
627,1,KhayEd0,1972,PHI,37,0,0.179,0.0,2,2,-7,0.0,0.0,0.0,-14.6,0.0,0,0,0.0,0,0,-0.283,-0.052,0.179,0,0,0
628,0,KiffLa0,2007,OAK,32,0,0.25,0.0,1,1,-8,0.0,0.0,0.0,-6.0,-1.0,1,1,0.0,0,0,0.125,0.0,-0.063,0,0,0
