,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Won,Num,Notes,id
351,2001,49,DEN,NFL,16,8,8,0,0.5,-0.5,0.5,-1.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,0,ShanMi0
352,2002,50,DEN,NFL,16,9,7,0,0.563,4.9,3.0,1.9,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0,ShanMi0
353,2003,51,DEN,NFL,16,10,6,0,0.625,5.5,2.4,3.1,1.0,0.0,1.0,0.0,2.0,2.0,6.0,0,ShanMi0
354,2004,52,DEN,NFL,16,10,6,0,0.625,5.9,1.6,4.3,1.0,0.0,1.0,0.0,2.0,5.0,9.0,0,ShanMi0
355,2005,53,DEN,NFL,16,13,3,0,0.813,10.8,5.0,5.8,2.0,1.0,1.0,0.5,1.0,11.0,18.0,0,ShanMi0
356,2006,54,DEN,NFL,16,9,7,0,0.563,1.3,-0.8,2.1,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0,ShanMi0
357,2007,55,DEN,NFL,16,7,9,0,0.438,-3.9,-0.2,-3.8,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0,ShanMi0
358,2008,56,DEN,NFL,16,8,8,0,0.5,-5.8,0.7,-6.5,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0,ShanMi0
359,2010,58,WAS,NFL,16,6,10,0,0.375,-3.8,-3.4,-0.5,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0,ShanMi0
360,2011,59,WAS,NFL,16,5,11,0,0.313,-4.1,-4.3,0.2,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,ShanMi0
361,2012,60,WAS,NFL,16,10,6,0,0.625,3.4,4.6,-1.2,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0,ShanMi0
362,2013,61,WAS,NFL,16,3,13,0,0.188,-9.3,-3.9,-5.4,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0,ShanMi0
363,1992,44,GNB,NFL,16,9,7,0,0.563,-1.6,-2.6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,HolmMi0
364,1993,45,GNB,NFL,16,9,7,0,0.563,3.2,2.7,0.5,2.0,1.0,1.0,0.5,3.0,0.0,0.0,0,HolmMi0
365,1994,46,GNB,NFL,16,9,7,0,0.563,6.0,3.8,2.2,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,HolmMi0
366,1995,47,GNB,NFL,16,11,5,0,0.688,6.0,3.5,2.5,3.0,2.0,1.0,0.667,1.0,0.0,0.0,0,HolmMi0
367,1996,48,GNB,NFL,16,13,3,0,0.813,15.3,8.7,6.6,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,HolmMi0
368,1997,49,GNB,NFL,16,13,3,0,0.813,7.7,5.3,2.4,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,HolmMi0
369,1998,50,GNB,NFL,16,11,5,0,0.688,5.0,4.3,0.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,HolmMi0
370,1999,51,SEA,NFL,16,9,7,0,0.563,4.5,1.9,2.6,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0,HolmMi0
371,2000,52,SEA,NFL,16,6,10,0,0.375,-3.7,-1.4,-2.3,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0,HolmMi0
372,2001,53,SEA,NFL,16,9,7,0,0.563,-1.9,-1.4,-0.4,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0,HolmMi0
373,2002,54,SEA,NFL,16,7,9,0,0.438,-1.3,0.0,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0,HolmMi0
374,2003,55,SEA,NFL,16,10,6,0,0.625,4.1,3.6,0.5,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0,HolmMi0
375,2004,56,SEA,NFL,16,9,7,0,0.563,-2.9,0.4,-3.3,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0,HolmMi0
376,2005,57,SEA,NFL,16,13,3,0,0.813,9.1,5.8,3.4,3.0,2.0,1.0,0.667,1.0,2.0,4.0,NFC Champions,HolmMi0
377,2006,58,SEA,NFL,16,9,7,0,0.563,-3.6,-1.7,-1.9,2.0,1.0,1.0,0.5,1.0,2.0,6.0,0,HolmMi0
378,2007,59,SEA,NFL,16,10,6,0,0.625,1.8,0.8,0.9,2.0,1.0,1.0,0.5,1.0,5.0,6.0,0,HolmMi0
379,2008,60,SEA,NFL,16,4,12,0,0.25,-7.6,-4.9,-2.8,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0,HolmMi0
380,1970,43,MIN,NFL,14,12,2,0,0.857,15.1,5.9,9.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GranBu0
381,1971,44,MIN,NFL,14,11,3,0,0.786,6.5,-3.4,9.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GranBu0
382,1972,45,MIN,NFL,14,7,7,0,0.5,6.1,2.6,3.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GranBu0
383,1973,46,MIN,NFL,14,12,2,0,0.857,8.6,1.7,6.9,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,GranBu0
384,1974,47,MIN,NFL,14,10,4,0,0.714,6.1,3.6,2.5,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,GranBu0
385,1975,48,MIN,NFL,14,12,2,0,0.857,8.9,3.5,5.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GranBu0
386,1976,49,MIN,NFL,14,11,2,1,0.821,9.3,3.7,5.7,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,GranBu0
387,1977,50,MIN,NFL,14,9,5,0,0.643,-1.6,-1.0,-0.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,GranBu0
388,1978,51,MIN,NFL,16,8,7,1,0.531,-0.2,1.0,-1.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GranBu0
389,1979,52,MIN,NFL,16,7,9,0,0.438,-7.5,-4.5,-3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GranBu0
390,1980,53,MIN,NFL,16,9,7,0,0.563,-0.3,0.0,-0.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GranBu0
391,1981,54,MIN,NFL,16,7,9,0,0.438,-2.0,0.0,-2.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GranBu0
392,1982,55,MIN,NFL,9,5,4,0,0.556,1.2,2.1,-1.0,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,GranBu0
393,1983,56,MIN,NFL,16,8,8,0,0.5,-3.1,-2.9,-0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GranBu0
394,1985,58,MIN,NFL,16,7,9,0,0.438,-1.2,0.1,-1.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GranBu0
395,1981,41,WAS,NFL,16,8,8,0,0.5,1.0,2.2,-1.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GibbJo0
396,1982,42,WAS,NFL,9,8,1,0,0.889,7.4,2.2,5.2,4.0,4.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,GibbJo0
397,1983,43,WAS,NFL,16,14,2,0,0.875,13.9,11.7,2.2,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,GibbJo0
398,1984,44,WAS,NFL,16,11,5,0,0.688,6.4,5.0,1.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GibbJo0
399,1985,45,WAS,NFL,16,10,6,0,0.625,-1.9,-3.4,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GibbJo0
400,1986,46,WAS,NFL,16,12,4,0,0.75,5.5,3.5,2.1,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0,GibbJo0
401,1987,47,WAS,NFL,15,11,4,0,0.733,3.8,1.8,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,GibbJo0
402,1988,48,WAS,NFL,16,7,9,0,0.438,-2.2,1.2,-3.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GibbJo0
403,1989,49,WAS,NFL,16,10,6,0,0.625,4.0,3.8,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GibbJo0
404,1990,50,WAS,NFL,16,10,6,0,0.625,5.4,4.6,0.8,2.0,1.0,1.0,0.5,3.0,0.0,0.0,0,GibbJo0
405,1991,51,WAS,NFL,16,14,2,0,0.875,16.6,11.7,4.9,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,GibbJo0
406,1992,52,WAS,NFL,16,9,7,0,0.563,4.4,0.7,3.8,2.0,1.0,1.0,0.5,3.0,0.0,0.0,0,GibbJo0
407,2004,64,WAS,NFL,16,6,10,0,0.375,-3.4,-7.4,4.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0,GibbJo0
408,2005,65,WAS,NFL,16,10,6,0,0.625,6.0,2.6,3.4,2.0,1.0,1.0,0.5,2.0,1.0,4.0,0,GibbJo0
409,2006,66,WAS,NFL,16,5,11,0,0.313,-4.0,-2.1,-2.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,GibbJo0
410,2007,67,WAS,NFL,16,9,7,0,0.563,4.5,0.2,4.3,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0,GibbJo0
411,1992,35,PIT,NFL,16,11,5,0,0.688,3.6,-0.4,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,CowhBi0
412,1993,36,PIT,NFL,16,9,7,0,0.563,1.5,0.1,1.5,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,CowhBi0
413,1994,37,PIT,NFL,16,12,4,0,0.75,4.7,-0.2,5.0,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,CowhBi0
414,1995,38,PIT,NFL,16,11,5,0,0.688,4.6,3.4,1.2,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,CowhBi0
415,1996,39,PIT,NFL,16,10,6,0,0.625,5.2,0.0,5.1,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,CowhBi0
416,1997,40,PIT,NFL,16,11,5,0,0.688,5.3,2.7,2.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,CowhBi0
417,1998,41,PIT,NFL,16,7,9,0,0.438,-3.8,-5.1,1.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,CowhBi0
418,1999,42,PIT,NFL,16,6,10,0,0.375,-2.4,-2.2,-0.2,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0,CowhBi0
419,2000,43,PIT,NFL,16,9,7,0,0.563,3.9,0.6,3.3,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,CowhBi0
420,2001,44,PIT,NFL,16,13,3,0,0.813,7.4,1.5,5.8,2.0,1.0,1.0,0.5,1.0,3.0,6.0,0,CowhBi0
421,2002,45,PIT,NFL,16,10,5,1,0.656,2.7,3.1,-0.4,2.0,1.0,1.0,0.5,1.0,6.0,10.0,0,CowhBi0
422,2003,46,PIT,NFL,16,6,10,0,0.375,-1.1,-2.5,1.4,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0,CowhBi0
423,2004,47,PIT,NFL,16,15,1,0,0.938,9.0,3.4,5.6,2.0,1.0,1.0,0.5,1.0,3.0,9.0,0,CowhBi0
424,2005,48,PIT,NFL,16,11,5,0,0.688,7.8,3.8,4.0,4.0,4.0,0.0,1.0,2.0,6.0,9.0,Super Bowl Champions,CowhBi0
425,2006,49,PIT,NFL,16,8,8,0,0.5,3.4,3.0,0.4,0.0,0.0,0.0,0.0,3.0,5.0,11.0,0,CowhBi0
426,1978,53,KAN,NFL,16,4,12,0,0.25,-4.4,-3.0,-1.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,LevyMa0
427,1979,54,KAN,NFL,16,7,9,0,0.438,1.4,-4.0,5.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,LevyMa0
428,1980,55,KAN,NFL,16,8,8,0,0.5,-0.5,-0.8,0.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,LevyMa0
429,1981,56,KAN,NFL,16,9,7,0,0.563,3.2,0.4,2.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,LevyMa0
430,1982,57,KAN,NFL,9,3,6,0,0.333,-0.2,-1.9,1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,LevyMa0
431,1986,61,BUF,NFL,7,2,5,0,0.286,-5.8,-5.0,-0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,LevyMa0
432,1987,62,BUF,NFL,15,7,8,0,0.467,-0.2,-2.6,2.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,LevyMa0
433,1988,63,BUF,NFL,16,12,4,0,0.75,6.4,0.0,6.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,LevyMa0
434,1989,64,BUF,NFL,16,9,7,0,0.563,4.3,3.8,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,LevyMa0
435,1990,65,BUF,NFL,16,13,3,0,0.813,8.6,5.7,2.9,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,LevyMa0
436,1991,66,BUF,NFL,16,13,3,0,0.813,3.6,7.6,-4.1,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,LevyMa0
437,1992,67,BUF,NFL,16,11,5,0,0.688,4.3,4.7,-0.4,4.0,3.0,1.0,0.75,2.0,0.0,0.0,AFC Champions,LevyMa0
438,1993,68,BUF,NFL,16,12,4,0,0.75,4.8,1.8,3.0,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,LevyMa0
439,1994,69,BUF,NFL,16,7,9,0,0.438,-0.2,1.5,-1.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,LevyMa0
440,1995,70,BUF,NFL,16,10,6,0,0.625,-0.9,-0.5,-0.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,LevyMa0
441,1996,71,BUF,NFL,16,10,6,0,0.625,2.9,-1.0,3.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,LevyMa0
442,1997,72,BUF,NFL,16,6,10,0,0.375,-4.5,-4.0,-0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,LevyMa0
443,1996,41,TAM,NFL,16,6,10,0,0.375,-3.0,-5.9,2.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DungTo0
444,1997,42,TAM,NFL,16,10,6,0,0.625,2.7,-2.4,5.1,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,DungTo0
445,1998,43,TAM,NFL,16,8,8,0,0.5,1.3,-2.3,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,DungTo0
446,1999,44,TAM,NFL,16,11,5,0,0.688,2.6,-4.1,6.7,2.0,1.0,1.0,0.5,1.0,2.0,8.0,0,DungTo0
447,2000,45,TAM,NFL,16,10,6,0,0.625,7.3,3.4,3.9,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0,DungTo0
448,2001,46,TAM,NFL,16,9,7,0,0.563,4.0,0.7,3.3,1.0,0.0,1.0,0.0,3.0,4.0,9.0,0,DungTo0
449,2002,47,IND,NFL,16,10,6,0,0.625,1.2,0.4,0.7,1.0,0.0,1.0,0.0,2.0,4.0,8.0,0,DungTo0
450,2003,48,IND,NFL,16,12,4,0,0.75,7.0,8.2,-1.2,3.0,2.0,1.0,0.667,1.0,0.0,0.0,0,DungTo0
451,2004,49,IND,NFL,16,12,4,0,0.75,11.4,11.7,-0.3,2.0,1.0,1.0,0.5,1.0,5.0,10.0,0,DungTo0
452,2005,50,IND,NFL,16,14,2,0,0.875,10.8,5.6,5.2,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0,DungTo0
453,2006,51,IND,NFL,16,12,4,0,0.75,5.9,6.9,-1.1,4.0,4.0,0.0,1.0,1.0,4.0,13.0,Super Bowl Champions,DungTo0
454,2007,52,IND,NFL,16,13,3,0,0.813,12.0,6.6,5.4,1.0,0.0,1.0,0.0,1.0,4.0,8.0,0,DungTo0
455,2008,53,IND,NFL,16,12,4,0,0.75,6.5,2.6,3.9,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0,DungTo0
456,2002,47,CAR,NFL,16,7,9,0,0.438,-3.3,-6.0,2.8,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0,FoxxJo0
457,2003,48,CAR,NFL,16,11,5,0,0.688,-0.9,-1.5,0.6,4.0,3.0,1.0,0.75,1.0,8.0,13.0,NFC Champions,FoxxJo0
458,2004,49,CAR,NFL,16,7,9,0,0.438,-0.7,-0.8,0.1,0.0,0.0,0.0,0.0,3.0,2.0,13.0,0,FoxxJo0
459,2005,50,CAR,NFL,16,11,5,0,0.688,5.1,3.0,2.1,3.0,2.0,1.0,0.667,2.0,2.0,7.0,0,FoxxJo0
460,2006,51,CAR,NFL,16,8,8,0,0.5,-2.7,-4.2,1.5,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0,FoxxJo0
461,2007,52,CAR,NFL,16,7,9,0,0.438,-5.8,-5.7,-0.1,0.0,0.0,0.0,0.0,2.0,3.0,10.0,0,FoxxJo0
462,2008,53,CAR,NFL,16,12,4,0,0.75,5.6,2.8,2.9,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0,FoxxJo0
463,2009,54,CAR,NFL,16,8,8,0,0.5,3.9,-0.6,4.5,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0,FoxxJo0
464,2010,55,CAR,NFL,16,2,14,0,0.125,-13.2,-9.1,-4.1,0.0,0.0,0.0,0.0,4.0,3.0,12.0,0,FoxxJo0
465,2011,56,DEN,NFL,16,8,8,0,0.5,-5.3,-3.6,-1.7,2.0,1.0,1.0,0.5,1.0,4.0,9.0,0,FoxxJo0
466,2012,57,DEN,NFL,16,13,3,0,0.813,10.1,6.3,3.8,1.0,0.0,1.0,0.0,1.0,6.0,7.0,0,FoxxJo0
467,2013,58,DEN,NFL,16,13,3,0,0.813,11.4,14.1,-2.7,3.0,2.0,1.0,0.667,1.0,1.0,8.0,AFC Champions,FoxxJo0
468,2014,59,DEN,NFL,16,12,4,0,0.75,9.6,9.2,0.4,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0,FoxxJo0
469,2015,60,CHI,NFL,16,6,10,0,0.375,-1.3,-0.1,-1.2,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,FoxxJo0
470,2016,61,CHI,NFL,16,3,13,0,0.188,-7.5,-5.2,-2.3,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,FoxxJo0
471,2017,62,CHI,NFL,16,5,11,0,0.313,-1.3,-4.6,3.3,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,FoxxJo0
472,2003,45,CIN,NFL,16,8,8,0,0.5,-2.4,1.1,-3.5,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,LewiMa0
473,2004,46,CIN,NFL,16,8,8,0,0.5,2.7,4.3,-1.6,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,LewiMa0
474,2005,47,CIN,NFL,16,11,5,0,0.688,3.8,6.5,-2.7,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,LewiMa0
475,2006,48,CIN,NFL,16,8,8,0,0.5,4.1,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,LewiMa0
476,2007,49,CIN,NFL,16,7,9,0,0.438,-2.4,1.6,-4.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,LewiMa0
477,2008,50,CIN,NFL,16,4,11,1,0.281,-7.0,-6.9,-0.1,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,LewiMa0
478,2009,51,CIN,NFL,16,10,6,0,0.625,0.7,-2.5,3.2,1.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,LewiMa0
479,2010,52,CIN,NFL,16,4,12,0,0.25,-1.4,0.4,-1.9,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,LewiMa0
480,2011,53,CIN,NFL,16,9,7,0,0.563,0.5,0.7,-0.2,1.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,LewiMa0
481,2012,54,CIN,NFL,16,10,6,0,0.625,2.1,1.2,0.9,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,LewiMa0
482,2013,55,CIN,NFL,16,11,5,0,0.688,5.4,2.3,3.0,1.0,0.0,1.0,0.0,1.0,7.0,9.0,0.0,LewiMa0
483,2014,56,CIN,NFL,16,10,5,1,0.656,0.7,-0.5,1.3,1.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,LewiMa0
484,2015,57,CIN,NFL,16,12,4,0,0.75,10.6,4.8,5.8,1.0,0.0,1.0,0.0,1.0,7.0,10.0,0.0,LewiMa0
485,2016,58,CIN,NFL,16,6,9,1,0.406,1.0,-1.5,2.5,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,LewiMa0
486,2017,59,CIN,NFL,16,7,9,0,0.438,-5.0,-4.1,-0.9,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,LewiMa0
487,2018,60,CIN,NFL,16,6,10,0,0.375,-3.4,0.0,-3.4,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,LewiMa0
488,1970,46,KAN,NFL,14,7,5,2,0.583,1.5,-0.1,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
489,1971,47,KAN,NFL,14,10,3,1,0.769,5.1,0.6,4.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,StraHa0
490,1972,48,KAN,NFL,14,8,6,0,0.571,2.6,0.4,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
491,1973,49,KAN,NFL,14,7,5,2,0.571,1.0,-4.2,5.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
492,1974,50,KAN,NFL,14,5,9,0,0.357,-2.4,-1.3,-1.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,StraHa0
493,1976,52,NOR,NFL,14,4,10,0,0.286,-6.1,-0.6,-5.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,StraHa0
494,1977,53,NOR,NFL,14,3,11,0,0.214,-9.2,0.3,-9.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,StraHa0
495,1970,63,NYJ,NFL,14,4,10,0,0.286,-4.9,-2.2,-2.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,EwbaWe0
496,1971,64,NYJ,NFL,14,6,8,0,0.429,-5.4,-3.7,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,EwbaWe0
497,1972,65,NYJ,NFL,14,7,7,0,0.5,0.5,4.7,-4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,EwbaWe0
498,1973,66,NYJ,NFL,14,4,10,0,0.286,-3.4,-1.8,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,EwbaWe0
499,1986,51,NOR,NFL,16,7,9,0,0.438,0.0,-2.5,2.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MoraJi0
500,1987,52,NOR,NFL,15,12,3,0,0.8,10.1,6.8,3.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
501,1988,53,NOR,NFL,16,10,6,0,0.625,1.5,-1.0,2.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
502,1989,54,NOR,NFL,16,9,7,0,0.563,4.6,2.3,2.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
503,1990,55,NOR,NFL,16,8,8,0,0.5,-1.3,-4.7,3.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
504,1991,56,NOR,NFL,16,11,5,0,0.688,9.0,2.8,6.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MoraJi0
505,1992,57,NOR,NFL,16,12,4,0,0.75,7.8,0.7,7.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
506,1993,58,NOR,NFL,16,8,8,0,0.5,-1.3,0.7,-2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
507,1994,59,NOR,NFL,16,7,9,0,0.438,-3.6,1.0,-4.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
508,1995,60,NOR,NFL,16,7,9,0,0.438,-2.2,-1.7,-0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
509,1996,61,NOR,NFL,8,2,6,0,0.25,-8.1,-7.1,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
510,1998,63,IND,NFL,16,3,13,0,0.188,-5.4,-0.1,-5.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
511,1999,64,IND,NFL,16,13,3,0,0.813,6.1,6.6,-0.5,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,MoraJi0
512,2000,65,IND,NFL,16,10,6,0,0.625,7.9,7.1,0.8,1.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,MoraJi0
513,2001,66,IND,NFL,16,6,10,0,0.375,-3.8,6.1,-9.8,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,MoraJi0
514,1971,60,SDG,NFL,10,4,6,0,0.4,-4.1,2.6,-6.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GillSi0
515,1973,62,HOU,NFL,9,1,8,0,0.111,-16.8,-4.4,-12.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GillSi0
516,1974,63,HOU,NFL,14,7,7,0,0.5,-1.9,-1.3,-0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GillSi0
517,1982,43,CHI,NFL,9,3,6,0,0.333,-5.4,-4.2,-1.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,DitkMi0
518,1983,44,CHI,NFL,16,8,8,0,0.5,-1.1,-2.5,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,DitkMi0
519,1984,45,CHI,NFL,16,10,6,0,0.625,4.7,-1.7,6.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
520,1985,46,CHI,NFL,16,15,1,0,0.938,15.9,6.5,9.4,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,DitkMi0
521,1986,47,CHI,NFL,16,14,2,0,0.875,7.6,-0.1,7.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,DitkMi0
522,1987,48,CHI,NFL,15,11,4,0,0.733,3.8,1.5,2.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,DitkMi0
523,1988,49,CHI,NFL,16,12,4,0,0.75,6.6,0.0,6.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
524,1989,50,CHI,NFL,16,6,10,0,0.375,0.0,1.8,-1.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
525,1990,51,CHI,NFL,16,11,5,0,0.688,3.4,0.1,3.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
526,1991,52,CHI,NFL,16,11,5,0,0.688,0.8,-1.2,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,DitkMi0
527,1992,53,CHI,NFL,16,5,11,0,0.313,-3.5,-0.2,-3.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
528,1997,58,NOR,NFL,16,6,10,0,0.375,-7.4,-6.8,-0.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
