label,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes,Tenure,Tenure_W,Tenure_L,Tenure_PW,Tenure_PL,Total_W,Total_L,Total_PW,Total_PL,Exp,Fired
StalGe087,1987,52,STL,NFL,15,7,8,0,0.467,-0.9,2.2,-3.1,0,0,0,0.0,3,0.0,0.0,N/A,2.0,11.0,19.0,0.0,0.0,11.0,19.0,0.0,0.0,2.0,1.0
StalGe088,1988,53,PHO,NFL,16,7,9,0,0.438,-3.2,0.5,-3.7,0,0,0,0.0,4,0.0,0.0,N/A,1.0,7.0,9.0,0.0,0.0,18.0,28.0,0.0,0.0,3.0,0.0
StalGe089,1989,54,PHO,NFL,11,5,6,0,0.455,-7.1,-4.0,-3.1,0,0,0,0.0,4,0.0,0.0,N/A,2.0,12.0,15.0,0.0,0.0,23.0,34.0,0.0,0.0,4.0,1.0
JoneJu094,1994,41,ATL,NFL,16,7,9,0,0.438,-4.3,-1.2,-3.1,0,0,0,0.0,3,0.0,0.0,N/A,1.0,7.0,9.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0
JoneJu095,1995,42,ATL,NFL,16,9,7,0,0.563,0.1,0.9,-0.9,1,0,1,0.0,2,0.0,0.0,N/A,2.0,16.0,16.0,0.0,1.0,16.0,16.0,0.0,1.0,2.0,0.0
JoneJu096,1996,43,ATL,NFL,16,3,13,0,0.188,-9.1,-0.2,-8.9,0,0,0,0.0,4,0.0,0.0,N/A,3.0,19.0,29.0,0.0,1.0,19.0,29.0,0.0,1.0,3.0,1.0
JoneJu098,1998,45,SDG,NFL,10,3,7,0,0.3,-8.4,-7.7,-0.7,0,0,0,0.0,5,0.0,0.0,N/A,1.0,3.0,7.0,0.0,0.0,22.0,36.0,0.0,1.0,4.0,1.0
MuncMi011,2011,51,TEN,NFL,16,9,7,0,0.563,-1.0,-2.2,1.2,0,0,0,0.0,2,7.0,3.0,N/A,1.0,9.0,7.0,0.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0
MuncMi012,2012,52,TEN,NFL,16,6,10,0,0.375,-10.0,-2.6,-7.4,0,0,0,0.0,3,4.0,2.0,N/A,2.0,15.0,17.0,0.0,0.0,15.0,17.0,0.0,0.0,2.0,0.0
MuncMi013,2013,53,TEN,NFL,16,7,9,0,0.438,-0.8,-0.2,-0.6,0,0,0,0.0,2,8.0,2.0,N/A,3.0,22.0,26.0,0.0,0.0,22.0,26.0,0.0,0.0,3.0,1.0
WillGr01,2001,43,BUF,NFL,16,3,13,0,0.188,-9.5,-3.9,-5.7,0,0,0,0.0,5,11.0,3.0,N/A,1.0,3.0,13.0,0.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0
WillGr02,2002,44,BUF,NFL,16,8,8,0,0.5,-0.3,2.1,-2.3,0,0,0,0.0,4,6.0,3.0,N/A,2.0,11.0,21.0,0.0,0.0,11.0,21.0,0.0,0.0,2.0,0.0
WillGr03,2003,45,BUF,NFL,16,6,10,0,0.375,-1.0,-5.0,4.0,0,0,0,0.0,3,7.0,1.0,N/A,3.0,17.0,31.0,0.0,0.0,17.0,31.0,0.0,0.0,3.0,1.0
WillGr018,2018,60,CLE,NFL,8,5,3,0,0.625,-0.3,-1.0,0.6,0,0,0,0.0,3,1.0,1.0,N/A,1.0,5.0,3.0,0.0,0.0,22.0,34.0,0.0,0.0,4.0,1.0
BachJo035,1935,34,PIT,NFL,12,4,8,0,0.333,-9.9,-2.2,-7.7,0,0,0,0.0,3,0.0,0.0,N/A,1.0,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0
BachJo036,1936,35,PIT,NFL,12,6,6,0,0.5,-7.4,-3.5,-3.9,0,0,0,0.0,2,0.0,0.0,N/A,2.0,10.0,14.0,0.0,0.0,10.0,14.0,0.0,0.0,2.0,0.0
BachJo052,1952,51,PIT,NFL,12,5,7,0,0.417,4.1,5.0,-0.9,0,0,0,0.0,4,0.0,0.0,N/A,3.0,15.0,21.0,0.0,0.0,15.0,21.0,0.0,0.0,3.0,0.0
BachJo053,1953,52,PIT,NFL,12,6,6,0,0.5,-3.5,-3.0,-0.5,0,0,0,0.0,4,0.0,0.0,N/A,4.0,21.0,27.0,0.0,0.0,21.0,27.0,0.0,0.0,4.0,1.0
BengPh068,1968,55,GNB,NFL,14,6,7,1,0.462,3.5,0.1,3.5,0,0,0,0.0,3,0.0,0.0,N/A,1.0,6.0,7.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0
BengPh069,1969,56,GNB,NFL,14,8,6,0,0.571,5.2,-0.2,5.4,0,0,0,0.0,3,0.0,0.0,N/A,2.0,14.0,13.0,0.0,0.0,14.0,13.0,0.0,0.0,2.0,0.0
BengPh070,1970,57,GNB,NFL,14,6,8,0,0.429,-1.8,-2.4,0.6,0,0,0,0.0,3,0.0,0.0,N/A,3.0,20.0,21.0,0.0,0.0,20.0,21.0,0.0,0.0,3.0,1.0
BengPh072,1972,59,NWE,NFL,5,1,4,0,0.2,-17.4,-6.3,-11.1,0,0,0,0.0,5,0.0,0.0,N/A,1.0,1.0,4.0,0.0,0.0,21.0,25.0,0.0,0.0,4.0,1.0
ErhaRo078,1978,46,NWE,NFL,1,0,1,0,0.0,5.0,3.6,1.4,0,0,0,0.0,1,0.0,0.0,co-coach with Hank Bullough,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ErhaRo079,1979,47,NWE,NFL,16,9,7,0,0.563,5.1,6.1,-1.1,0,0,0,0.0,2,0.0,0.0,N/A,2.0,9.0,8.0,0.0,0.0,9.0,8.0,0.0,0.0,2.0,0.0
ErhaRo080,1980,48,NWE,NFL,16,10,6,0,0.625,6.5,6.8,-0.3,0,0,0,0.0,2,0.0,0.0,N/A,3.0,19.0,14.0,0.0,0.0,19.0,14.0,0.0,0.0,3.0,0.0
ErhaRo081,1981,49,NWE,NFL,16,2,14,0,0.125,-3.7,-0.6,-3.1,0,0,0,0.0,5,0.0,0.0,N/A,4.0,21.0,28.0,0.0,0.0,21.0,28.0,0.0,0.0,4.0,1.0
FrazLe010,2010,51,MIN,NFL,6,3,3,0,0.5,-1.6,-3.3,1.7,0,0,0,0.0,4,4.0,1.0,Coach starting Week 12,1.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0
FrazLe011,2011,52,MIN,NFL,16,3,13,0,0.188,-5.7,-1.6,-4.1,0,0,0,0.0,4,7.0,5.0,N/A,2.0,6.0,16.0,0.0,0.0,6.0,16.0,0.0,0.0,2.0,0.0
FrazLe012,2012,53,MIN,NFL,16,10,6,0,0.625,3.4,1.6,1.8,1,0,1,0.0,2,3.0,2.0,N/A,3.0,16.0,22.0,0.0,1.0,16.0,22.0,0.0,1.0,3.0,0.0
FrazLe013,2013,54,MIN,NFL,16,5,10,1,0.344,-6.6,0.2,-6.9,0,0,0,0.0,4,1.0,1.0,N/A,4.0,21.0,32.0,0.0,1.0,21.0,32.0,0.0,1.0,4.0,1.0
McPeBi061,1961,35,WAS,NFL,14,1,12,1,0.077,-15.7,-9.2,-6.5,0,0,0,0.0,7,0.0,0.0,N/A,1.0,1.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0
McPeBi062,1962,36,WAS,NFL,14,5,7,2,0.417,-8.4,-2.6,-5.8,0,0,0,0.0,4,0.0,0.0,N/A,2.0,6.0,19.0,0.0,0.0,6.0,19.0,0.0,0.0,2.0,0.0
McPeBi063,1963,37,WAS,NFL,14,3,11,0,0.214,-7.8,-2.1,-5.8,0,0,0,0.0,6,0.0,0.0,N/A,3.0,9.0,30.0,0.0,0.0,9.0,30.0,0.0,0.0,3.0,0.0
McPeBi064,1964,38,WAS,NFL,14,6,8,0,0.429,-2.5,-1.9,-0.6,0,0,0,0.0,3,0.0,0.0,N/A,4.0,15.0,38.0,0.0,0.0,15.0,38.0,0.0,0.0,4.0,0.0
McPeBi065,1965,39,WAS,NFL,14,6,8,0,0.429,-9.0,-7.4,-1.6,0,0,0,0.0,4,0.0,0.0,N/A,5.0,21.0,46.0,0.0,0.0,21.0,46.0,0.0,0.0,5.0,1.0
MorrRa09,2009,33,TAM,NFL,16,3,13,0,0.188,-5.6,-4.6,-1.1,0,0,0,0.0,4,9.0,3.0,N/A,1.0,3.0,13.0,0.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0
MorrRa010,2010,34,TAM,NFL,16,10,6,0,0.625,-0.6,-1.0,0.4,0,0,0,0.0,3,7.0,3.0,N/A,2.0,13.0,19.0,0.0,0.0,13.0,19.0,0.0,0.0,2.0,0.0
MorrRa011,2011,35,TAM,NFL,16,4,12,0,0.25,-10.6,-4.0,-6.6,0,0,0,0.0,4,8.0,4.0,N/A,3.0,17.0,31.0,0.0,0.0,17.0,31.0,0.0,0.0,3.0,1.0
MorrRa020,2020,44,ATL,NFL,11,4,7,0,0.364,0.7,-0.1,0.8,0,0,0,0.0,4,4.0,1.0,N/A,1.0,4.0,7.0,0.0,0.0,21.0,38.0,0.0,0.0,4.0,1.0
SmitAr021,2021,39,ATL,NFL,17,7,10,0,0.412,-8.5,-4.2,-4.3,0,0,0,0.0,3,2.0,0.0,N/A,1.0,7.0,10.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0
SmitAr022,2022,40,ATL,NFL,17,7,10,0,0.412,-2.1,-0.1,-2.0,0,0,0,0.0,4,4.0,2.0,N/A,2.0,14.0,20.0,0.0,0.0,14.0,20.0,0.0,0.0,2.0,0.0
SmitAr023,2023,41,ATL,NFL,17,7,10,0,0.412,-5.0,-3.6,-1.4,0,0,0,0.0,3,8.0,4.0,N/A,3.0,21.0,30.0,0.0,0.0,21.0,30.0,0.0,0.0,3.0,1.0
SvarHa062,1962,32,RAM,NFL,6,0,5,1,0.0,-4.0,-4.6,0.6,0,0,0,0.0,7,0.0,0.0,N/A,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
SvarHa063,1963,33,RAM,NFL,14,5,9,0,0.357,-9.0,-6.0,-3.0,0,0,0,0.0,6,0.0,0.0,N/A,2.0,5.0,14.0,0.0,0.0,5.0,14.0,0.0,0.0,2.0,0.0
SvarHa064,1964,34,RAM,NFL,14,5,7,2,0.417,-0.9,0.2,-1.0,0,0,0,0.0,5,0.0,0.0,N/A,3.0,10.0,21.0,0.0,0.0,10.0,21.0,0.0,0.0,3.0,0.0
SvarHa065,1965,35,RAM,NFL,14,4,10,0,0.286,2.9,-1.1,4.0,0,0,0,0.0,7,0.0,0.0,N/A,4.0,14.0,31.0,0.0,0.0,14.0,31.0,0.0,0.0,4.0,1.0
SvarHa071,1971,41,SDG,NFL,4,2,2,0,0.5,-4.1,2.6,-6.6,0,0,0,0.0,3,0.0,0.0,N/A,1.0,2.0,2.0,0.0,0.0,16.0,33.0,0.0,0.0,5.0,0.0
SvarHa072,1972,42,SDG,NFL,14,4,9,1,0.321,-2.8,-0.2,-2.6,0,0,0,0.0,4,0.0,0.0,N/A,2.0,6.0,11.0,0.0,0.0,20.0,42.0,0.0,0.0,6.0,0.0
SvarHa073,1973,43,SDG,NFL,8,1,6,1,0.188,-12.0,-3.6,-8.4,0,0,0,0.0,4,0.0,0.0,N/A,3.0,7.0,17.0,0.0,0.0,21.0,48.0,0.0,0.0,7.0,1.0
DoolJi068,1968,38,CHI,NFL,14,7,7,0,0.5,-5.0,-1.1,-3.9,0,0,0,0.0,2,0.0,0.0,N/A,1.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0
DoolJi069,1969,39,CHI,NFL,14,1,13,0,0.071,-5.9,-3.2,-2.6,0,0,0,0.0,4,0.0,0.0,N/A,2.0,8.0,20.0,0.0,0.0,8.0,20.0,0.0,0.0,2.0,0.0
DoolJi070,1970,40,CHI,NFL,14,6,8,0,0.429,2.2,0.4,1.8,0,0,0,0.0,4,0.0,0.0,N/A,3.0,14.0,28.0,0.0,0.0,14.0,28.0,0.0,0.0,3.0,0.0
DoolJi071,1971,41,CHI,NFL,14,6,8,0,0.429,-3.4,-4.4,1.1,0,0,0,0.0,3,0.0,0.0,N/A,4.0,20.0,36.0,0.0,0.0,20.0,36.0,0.0,0.0,4.0,1.0
DoraGu043,1943,52,DET,NFL,10,3,6,1,0.333,-2.6,-1.2,-1.4,0,0,0,0.0,3,0.0,0.0,N/A,1.0,3.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0
DoraGu044,1944,53,DET,NFL,10,6,3,1,0.667,3.4,1.3,2.1,0,0,0,0.0,2,0.0,0.0,N/A,2.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0
DoraGu045,1945,54,DET,NFL,10,7,3,0,0.7,0.7,0.4,0.3,0,0,0,0.0,2,0.0,0.0,N/A,3.0,16.0,12.0,0.0,0.0,16.0,12.0,0.0,0.0,3.0,0.0
DoraGu046,1946,55,DET,NFL,11,1,10,0,0.091,-13.6,-5.1,-8.5,0,0,0,0.0,5,0.0,0.0,N/A,4.0,17.0,22.0,0.0,0.0,17.0,22.0,0.0,0.0,4.0,0.0
DoraGu047,1947,56,DET,NFL,12,3,9,0,0.25,-3.3,-1.1,-2.3,0,0,0,0.0,5,0.0,0.0,N/A,5.0,20.0,31.0,0.0,0.0,20.0,31.0,0.0,0.0,5.0,1.0
McDaMi022,2022,39,MIA,NFL,17,9,8,0,0.529,1.8,2.7,-0.9,1,0,1,0.0,2,6.0,1.0,N/A,1.0,9.0,8.0,0.0,1.0,9.0,8.0,0.0,1.0,1.0,0.0
McDaMi023,2023,40,MIA,NFL,17,11,6,0,0.647,4.4,7.6,-3.1,1,0,1,0.0,2,7.0,2.0,N/A,2.0,20.0,14.0,0.0,2.0,20.0,14.0,0.0,2.0,2.0,1.0
McDaJo09,2009,33,DEN,NFL,16,8,8,0,0.5,0.3,-1.0,1.3,0,0,0,0.0,2,9.0,3.0,N/A,1.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0
McDaJo010,2010,34,DEN,NFL,12,3,9,0,0.25,-8.9,-1.1,-7.8,0,0,0,0.0,4,4.0,2.0,Fired after Week 13,2.0,11.0,17.0,0.0,0.0,11.0,17.0,0.0,0.0,2.0,1.0
McDaJo022,2022,46,LVR,NFL,17,6,11,0,0.353,-2.5,1.2,-3.7,0,0,0,0.0,3,5.0,3.0,N/A,1.0,6.0,11.0,0.0,0.0,17.0,28.0,0.0,0.0,3.0,0.0
McDaJo023,2023,47,LVR,NFL,8,3,5,0,0.375,-0.9,-2.4,1.6,0,0,0,0.0,2,0.0,0.0,Fired after week 8,2.0,9.0,16.0,0.0,0.0,20.0,33.0,0.0,0.0,4.0,1.0
MichJo048,1948,32,PIT,NFL,12,4,8,0,0.333,-5.3,-8.6,3.3,0,0,0,0.0,3,0.0,0.0,N/A,1.0,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0
MichJo049,1949,33,PIT,NFL,12,6,5,1,0.545,-0.1,-4.5,4.3,0,0,0,0.0,2,0.0,0.0,N/A,2.0,10.0,13.0,0.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0
MichJo050,1950,34,PIT,NFL,12,6,6,0,0.5,3.2,-4.8,8.0,0,0,0,0.0,3,0.0,0.0,N/A,3.0,16.0,19.0,0.0,0.0,16.0,19.0,0.0,0.0,3.0,0.0
MichJo051,1951,35,PIT,NFL,12,4,7,1,0.364,-4.1,-5.9,1.7,0,0,0,0.0,4,0.0,0.0,N/A,4.0,20.0,26.0,0.0,0.0,20.0,26.0,0.0,0.0,4.0,1.0
OConKe022,2022,37,MIN,NFL,17,13,4,0,0.765,-0.1,2.8,-2.9,1,0,1,0.0,1,4.0,2.0,N/A,1.0,13.0,4.0,0.0,1.0,13.0,4.0,0.0,1.0,1.0,0.0
OConKe023,2023,38,MIN,NFL,17,7,10,0,0.412,-0.6,-1.6,1.0,0,0,0,0.0,3,7.0,4.0,N/A,2.0,20.0,14.0,0.0,1.0,20.0,14.0,0.0,1.0,2.0,1.0
StydJo050,1950,38,RAM,NFL,12,9,3,0,0.75,7.8,13.3,-5.5,2,1,1,0.5,1,0.0,0.0,N/A,1.0,9.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,0.0
StydJo051,1951,39,RAM,NFL,12,8,4,0,0.667,9.1,9.2,-0.1,1,1,0,1.0,1,0.0,0.0,NFL Champions,2.0,17.0,7.0,2.0,1.0,17.0,7.0,2.0,1.0,2.0,0.0
StydJo052,1952,40,RAM,NFL,1,0,1,0,0.0,8.7,5.4,3.3,0,0,0,0.0,2,0.0,0.0,N/A,3.0,17.0,8.0,2.0,1.0,17.0,8.0,2.0,1.0,3.0,1.0
StydJo053,1953,41,CRD,NFL,12,1,10,1,0.091,-9.6,-3.7,-5.9,0,0,0,0.0,6,0.0,0.0,N/A,1.0,1.0,10.0,0.0,0.0,18.0,18.0,2.0,1.0,4.0,0.0
StydJo054,1954,42,CRD,NFL,12,2,10,0,0.167,-14.5,-7.6,-6.9,0,0,0,0.0,6,0.0,0.0,N/A,2.0,3.0,20.0,0.0,0.0,20.0,28.0,2.0,1.0,5.0,1.0
AlbeFr056,1956,36,SFO,NFL,12,5,6,1,0.455,-2.7,-1.9,-0.7,0,0,0,0.0,3,0.0,0.0,N/A,1.0,5.0,6.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0
AlbeFr057,1957,37,SFO,NFL,12,8,4,0,0.667,-0.2,0.9,-1.2,1,0,1,0.0,1,0.0,0.0,N/A,2.0,13.0,10.0,0.0,1.0,13.0,10.0,0.0,1.0,2.0,0.0
AlbeFr058,1958,38,SFO,NFL,12,6,6,0,0.5,-3.8,-0.7,-3.1,0,0,0,0.0,4,0.0,0.0,N/A,3.0,19.0,16.0,0.0,1.0,19.0,16.0,0.0,1.0,3.0,1.0
DawsRe046,1946,40,BUF,AAFC,14,3,10,1,0.231,-7.6,-1.0,-6.6,0,0,0,0.0,2,0.0,0.0,N/A,1.0,3.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0
DawsRe047,1947,41,BUF,AAFC,14,8,4,2,0.667,2.0,1.6,0.4,0,0,0,0.0,2,0.0,0.0,N/A,2.0,11.0,14.0,0.0,0.0,11.0,14.0,0.0,0.0,2.0,0.0
DawsRe048,1948,42,BUF,AAFC,14,7,7,0,0.5,0.1,3.4,-3.2,2,1,1,0.5,1,0.0,0.0,N/A,3.0,18.0,21.0,1.0,1.0,18.0,21.0,1.0,1.0,3.0,0.0
DawsRe049,1949,43,BUF,AAFC,6,1,4,1,0.2,-1.4,-1.7,0.3,0,0,0,0.0,4,0.0,0.0,N/A,4.0,19.0,25.0,1.0,1.0,19.0,25.0,1.0,1.0,4.0,1.0
FangVi019,2019,61,DEN,NFL,16,7,9,0,0.438,-2.1,-4.8,2.7,0,0,0,0.0,2,4.0,0.0,N/A,1.0,7.0,9.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0
FangVi020,2020,62,DEN,NFL,16,5,11,0,0.313,-6.0,-4.3,-1.7,0,0,0,0.0,4,4.0,3.0,N/A,2.0,12.0,20.0,0.0,0.0,12.0,20.0,0.0,0.0,2.0,0.0
FangVi021,2021,63,DEN,NFL,17,7,10,0,0.412,-0.5,-4.7,4.2,0,0,0,0.0,4,8.0,1.0,N/A,3.0,19.0,30.0,0.0,0.0,19.0,30.0,0.0,0.0,3.0,1.0
HaleTo09,2009,42,KAN,NFL,16,4,12,0,0.25,-8.4,-2.5,-5.9,0,0,0,0.0,4,7.0,1.0,N/A,1.0,4.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0
HaleTo010,2010,43,KAN,NFL,16,10,6,0,0.625,-0.7,-1.5,0.8,1,0,1,0.0,1,10.0,6.0,N/A,2.0,14.0,18.0,0.0,1.0,14.0,18.0,0.0,1.0,2.0,0.0
HaleTo011,2011,44,KAN,NFL,13,5,8,0,0.385,-8.1,-10.2,2.1,0,0,0,0.0,4,6.0,1.0,Fired after week 14,3.0,19.0,26.0,0.0,1.0,19.0,26.0,0.0,1.0,3.0,1.0
KoetDi016,2016,57,TAM,NFL,16,9,7,0,0.563,-0.2,-1.5,1.3,0,0,0,0.0,2,3.0,1.0,N/A,1.0,9.0,7.0,0.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0
KoetDi017,2017,58,TAM,NFL,16,5,11,0,0.313,-1.3,0.4,-1.7,0,0,0,0.0,4,1.0,1.0,N/A,2.0,14.0,18.0,0.0,0.0,14.0,18.0,0.0,0.0,2.0,0.0
KoetDi018,2018,59,TAM,NFL,16,5,11,0,0.313,-2.6,2.0,-4.6,0,0,0,0.0,4,5.0,1.0,N/A,3.0,19.0,29.0,0.0,0.0,19.0,29.0,0.0,0.0,3.0,1.0
ShulDa092,1992,33,CIN,NFL,16,5,11,0,0.313,-6.6,-0.9,-5.7,0,0,0,0.0,4,0.0,0.0,N/A,1.0,5.0,11.0,0.0,0.0,5.0,11.0,0.0,0.0,1.0,0.0
ShulDa093,1993,34,CIN,NFL,16,3,13,0,0.188,-8.4,-7.4,-1.0,0,0,0,0.0,4,0.0,0.0,N/A,2.0,8.0,24.0,0.0,0.0,8.0,24.0,0.0,0.0,2.0,0.0
ShulDa094,1994,35,CIN,NFL,16,3,13,0,0.188,-6.9,-1.6,-5.4,0,0,0,0.0,3,0.0,0.0,N/A,3.0,11.0,37.0,0.0,0.0,11.0,37.0,0.0,0.0,3.0,0.0
ShulDa095,1995,36,CIN,NFL,16,7,9,0,0.438,-1.7,0.1,-1.9,0,0,0,0.0,2,0.0,0.0,N/A,4.0,18.0,46.0,0.0,0.0,18.0,46.0,0.0,0.0,4.0,0.0
ShulDa096,1996,37,CIN,NFL,7,1,6,0,0.143,-0.1,2.5,-2.6,0,0,0,0.0,3,0.0,0.0,N/A,5.0,19.0,52.0,0.0,0.0,19.0,52.0,0.0,0.0,5.0,1.0
ShurPa011,2011,46,CLE,NFL,16,4,12,0,0.25,-5.4,-7.2,1.8,0,0,0,0.0,4,5.0,3.0,N/A,1.0,4.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0
ShurPa012,2012,47,CLE,NFL,16,5,11,0,0.313,-5.3,-4.6,-0.7,0,0,0,0.0,4,7.0,3.0,N/A,2.0,9.0,23.0,0.0,0.0,9.0,23.0,0.0,0.0,2.0,1.0
ShurPa015,2015,50,PHI,NFL,1,1,0,0,1.0,-4.6,-0.6,-4.0,0,0,0,0.0,2,0.0,0.0,Interim head coach for Week 17,1.0,1.0,0.0,0.0,0.0,10.0,23.0,0.0,0.0,3.0,1.0
ShurPa018,2018,53,NYG,NFL,16,5,11,0,0.313,-2.2,0.8,-2.9,0,0,0,0.0,4,5.0,2.0,N/A,1.0,5.0,11.0,0.0,0.0,15.0,34.0,0.0,0.0,4.0,0.0
ShurPa019,2019,54,NYG,NFL,16,4,12,0,0.25,-7.9,-1.8,-6.1,0,0,0,0.0,3,7.0,0.0,N/A,2.0,9.0,23.0,0.0,0.0,19.0,46.0,0.0,0.0,5.0,1.0
BaugSa060,1960,46,NYT,AFL,14,7,7,0,0.5,-1.1,3.8,-4.9,0,0,0,0.0,2,0.0,0.0,N/A,1.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0
BaugSa061,1961,47,NYT,AFL,14,7,7,0,0.5,-5.6,-2.5,-3.0,0,0,0,0.0,3,0.0,0.0,N/A,2.0,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,1.0
BaugSa064,1964,50,HOU,AFL,14,4,10,0,0.286,-2.8,-0.8,-2.0,0,0,0,0.0,4,0.0,0.0,N/A,1.0,4.0,10.0,0.0,0.0,18.0,24.0,0.0,0.0,3.0,1.0
CallBi02,2002,46,OAK,NFL,16,11,5,0,0.688,10.6,6.3,4.3,3,2,1,0.667,1,10.0,4.0,AFC Champions,1.0,11.0,5.0,2.0,1.0,11.0,5.0,2.0,1.0,1.0,0.0
CallBi03,2003,47,OAK,NFL,16,4,12,0,0.25,-5.5,-4.2,-1.3,0,0,0,0.0,3,9.0,2.0,N/A,2.0,15.0,17.0,2.0,1.0,15.0,17.0,2.0,1.0,2.0,1.0
CallBi019,2019,63,WAS,NFL,11,3,8,0,0.273,-10.8,-6.3,-4.5,0,0,0,0.0,4,5.0,1.0,Interim coach after Week 5,1.0,3.0,8.0,0.0,0.0,18.0,25.0,2.0,1.0,3.0,1.0
JohnBi076,1976,50,CIN,NFL,14,10,4,0,0.714,10.1,5.0,5.1,0,0,0,0.0,2,0.0,0.0,N/A,1.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0
JohnBi077,1977,51,CIN,NFL,14,8,6,0,0.571,2.2,0.6,1.6,0,0,0,0.0,2,0.0,0.0,N/A,2.0,18.0,10.0,0.0,0.0,18.0,10.0,0.0,0.0,2.0,0.0
JohnBi078,1978,52,CIN,NFL,5,0,5,0,0.0,-1.3,-2.7,1.3,0,0,0,0.0,4,0.0,0.0,N/A,3.0,18.0,15.0,0.0,0.0,18.0,15.0,0.0,0.0,3.0,1.0
NolaMi05,2005,46,SFO,NFL,16,4,12,0,0.25,-11.1,-5.6,-5.5,0,0,0,0.0,4,5.0,2.0,N/A,1.0,4.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0
NolaMi06,2006,47,SFO,NFL,16,7,9,0,0.438,-8.7,-3.5,-5.2,0,0,0,0.0,3,11.0,6.0,N/A,2.0,11.0,21.0,0.0,0.0,11.0,21.0,0.0,0.0,2.0,0.0
NolaMi07,2007,48,SFO,NFL,16,5,11,0,0.313,-11.9,-9.9,-2.0,0,0,0,0.0,3,9.0,4.0,N/A,3.0,16.0,32.0,0.0,0.0,16.0,32.0,0.0,0.0,3.0,0.0
NolaMi08,2008,49,SFO,NFL,7,2,5,0,0.286,-5.3,-2.9,-2.4,0,0,0,0.0,2,4.0,0.0,Fired after Week 7,4.0,18.0,37.0,0.0,0.0,18.0,37.0,0.0,0.0,4.0,1.0
RogeDa085,1985,51,DET,NFL,16,7,9,0,0.438,-1.7,-1.6,0.0,0,0,0,0.0,4,0.0,0.0,N/A,1.0,7.0,9.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0
RogeDa086,1986,52,DET,NFL,16,5,11,0,0.313,-4.3,-3.8,-0.5,0,0,0,0.0,3,0.0,0.0,N/A,2.0,12.0,20.0,0.0,0.0,12.0,20.0,0.0,0.0,2.0,0.0
RogeDa087,1987,53,DET,NFL,15,4,11,0,0.267,-9.9,-4.5,-5.4,0,0,0,0.0,5,0.0,0.0,N/A,3.0,16.0,31.0,0.0,0.0,16.0,31.0,0.0,0.0,3.0,0.0
RogeDa088,1988,54,DET,NFL,11,2,9,0,0.182,-4.0,-5.0,1.0,0,0,0,0.0,4,0.0,0.0,N/A,4.0,18.0,40.0,0.0,0.0,18.0,40.0,0.0,0.0,4.0,1.0
SaleRo021,2021,42,NYJ,NFL,17,4,13,0,0.235,-10.4,-3.6,-6.7,0,0,0,0.0,4,1.0,1.0,N/A,1.0,4.0,13.0,0.0,0.0,4.0,13.0,0.0,0.0,1.0,0.0
SaleRo022,2022,43,NYJ,NFL,17,7,10,0,0.412,0.8,-4.0,4.8,0,0,0,0.0,4,6.0,3.0,N/A,2.0,11.0,23.0,0.0,0.0,11.0,23.0,0.0,0.0,2.0,0.0
SaleRo023,2023,44,NYJ,NFL,17,7,10,0,0.412,-5.8,-6.7,0.9,0,0,0,0.0,3,2.0,0.0,N/A,3.0,18.0,33.0,0.0,0.0,18.0,33.0,0.0,0.0,3.0,1.0
